vid_num,SwinBERT Captions,SwinBERT Confidence Scores
8150513082,two cats are playing with a cat and the cat is on the bed.,0.3590125143527984
4839003204,a woman is sitting in a chair and a man is trying to lick her ear.,0.3871537744998932
10400848434,a little girl is feeding a group of ducks and a man is feeding them.,0.3771880269050598
5750524360,a man and a woman are practicing a dance routine in a studio.,0.4836081266403198
7618872538,a woman is sitting on a chair with a baby and a boy is sitting in a chair,0.3429697751998901
4207981117,a woman is walking a dog on a leash and then a dog runs by.,0.405319333076477
3522105391,a baby is playing with a ball and a dog is playing with it.,0.4484972059726715
8277189448,a group of kids are outside and they are picking up a box and putting it in a,0.3873730301856994
10023328894,a family is playing in the sand on the beach.,0.4635718464851379
3655493767,a baseball player throws a ball to another player who catches it.,0.4681287407875061
4257050287,a man is playing with a little boy and he is playing with a stick.,0.4299875199794769
5585209771,a family is sitting around a living room and talking to each other.,0.4677998125553131
2976591964,a group of kids are playing in a bouncy house and laughing.,0.4444243907928467
4215464387,a group of children are using sticks to dig a tree.,0.4615297019481659
6901974982,a woman is playing with a little girl and the child is playing with her.,0.3488999307155609
5713994594,a group of people are swimming in the water and one of them jumps into the water.,0.5109306573867798
9649740430,a man is working in a room and is throwing a paper to the other man.,0.306676298379898
12298809926,a man is hitting a golf ball with a golf club.,0.5622328519821167
3148729782,a man is holding a baby and the baby is smiling.,0.4145015776157379
8787155053,a man is laying on the floor and a little girl is tickling her back.,0.535190224647522
3344099157,a woman and a man are playing music together in a room.,0.4786925613880157
3704781879,a toddler is playing with a toy and then falls down.,0.351074069738388
8005683112,a monkey is standing on a platform and is feeding a monkey through the air.,0.3197758793830871
3551756088,a boy is sitting on a toy car while a woman is talking to him.,0.475351870059967
2836465095,a woman is singing on stage while a man is singing into a microphone.,0.4553172886371612
2818950014,a group of people are sitting around a table eating hot dogs.,0.5930071473121643
3755261383,a young boy is playing with a toy train set.,0.475556880235672
4828801987,a woman is playing a guitar and singing while a man plays a guitar.,0.4735186398029327
4891298747,a group of people are mixing something in a bowl.,0.4772303700447082
4242382178,a group of people are in a car and they are playing a game with their hands.,0.4734513759613037
6420147083,a little boy is playing a toy flute in a store.,0.5024380087852478
5631808303,a woman is sitting on a couch with a dog and a dog is barking at her.,0.3986386060714721
6128079946,a man and woman are having a conversation about a conference.,0.4499455094337463
2983727948,a man and a child are snowboarding down a mountain.,0.5164015293121338
6774795741,a group of people are at a zoo and a little girl is hugging a little girl.,0.362605482339859
5524795960,a baby is sitting in a high chair and eating food while a dog is barking.,0.4393780529499054
5200348592,a man is unwrapping a package of paper and then he opens it.,0.3777854144573211
4084841090,a woman is bathing a dog in a pool while a dog is standing next to her.,0.4460382163524627
5760068749,a baby is sitting on a bed and watching tv and a man is talking to him.,0.387232095003128
3759139293,a baby is sitting in a high chair and is being fed by a woman.,0.5410889983177185
4442957886,a baby is sitting at a table and is eating a bowl of food.,0.4679809212684631
5607028175,a group of kids are jumping on a trampoline and jumping up and down.,0.6433782577514648
10905462446,a group of people are outside and they are playing with a water gun.,0.3884977400302887
3093095651,a man is dancing in a room with other people around him.,0.4214414954185486
7303386938,a baby boy is drinking out of a cup and then he takes a drink from it.,0.3896463811397552
6819760548,a group of people are walking around a car and a woman is pushing a car.,0.3724232614040375
5929393873,a young boy is sitting in a chair and reading a paper.,0.5243252515792847
9377811755,two babies are playing on the floor and one of them is crying.,0.4435018599033355
3055520900,a cat is walking through a kitchen and then a person is walking through the room.,0.3295712172985077
3198941287,a man is showing how to use a game of cards.,0.3053724467754364
3348872437,a little boy is pushing a toy cart around the kitchen.,0.4395249485969543
13503538465,two young children are playing on a bed and one of them is jumping up and down.,0.4619413316249847
7516286866,a baby is crawling on the floor and playing with a toy and toys.,0.5073716044425964
3264772244,a little girl is riding a bike in a basketball court.,0.547171950340271
6699885319,a man is riding a skateboard down a street and then he is riding a skateboard,0.3791349232196808
8626961138,a man and a child are outside in the snow and shoveling snow.,0.4961946010589599
11277503743,two young boys are in a classroom and one of them is holding a box of water.,0.3541030883789062
4641631235,a young girl is playing the piano while another girl is playing the piano.,0.4964956641197204
11809756394,a man is standing on a cliff and then jumps into the water.,0.4455913305282593
5154656564,a man is walking through a room and talking to a crowd of people.,0.426821231842041
5799371453,a cat is being played by a person and the cat is walking around.,0.3029353618621826
11277683376,two boys are sitting in a classroom and one of them is talking to the other.,0.4351140558719635
4050733748,two cats are shown swinging on a rope that is attached to a string.,0.3560673296451568
4203080888,a little girl is playing with a toy and a tv.,0.3522902727127075
4787311381,a cat is running around and a person is running around the room.,0.3078321814537048
4363130739,a little girl is riding a horse while a man is walking behind her.,0.4372425973415375
10209170426,a man and a young boy are playing maracas together.,0.5032931566238403
8726199251,a man and a child are on the beach and a man is carrying a bucket of sand,0.3908233344554901
2855649995,a young child is using a knife to cut a green apple.,0.4366297721862793
9579546236,a baby is pushing a toy car around the living room.,0.5547586679458618
2440996945,a baby is playing with a ball and then a man is talking to him.,0.3908576369285583
2985381764,a man is accepting an award while two other men are standing on stage.,0.3816325664520263
7453733688,a little girl is playing in a pool with water and a man is standing on the side,0.3280136585235595
8235000713,a group of people are sitting at a table and talking to a woman who is sitting down,0.3848409652709961
5521340068,a man is holding a shirt up and then he is waving it around.,0.2674700319766998
11396155253,a man is sitting in a chair with a little boy and the child is waving at the,0.4108408391475677
7446323746,a man is on stage and is talking to a group of people.,0.3864420354366302
5875210125,a little girl rides a bike down a wooden platform and then a man walks by.,0.3389981687068939
6036337185,a man is reading a book to a group of people.,0.558867871761322
5550305641,a little boy is riding his bike down a sidewalk.,0.5427241921424866
6991460472,a man is holding a small child and walking a small shovel through the dirt.,0.3433136641979217
5040632101,a family is sitting on a couch and watching a family show.,0.414406955242157
2657975235,a man is sitting in a chair and another man is sitting in a chair and he is,0.3712294101715088
10173643695,a young boy is doing a back flip on a gym mat.,0.4148986041545868
6292691001,a woman and a young boy are running around a room and a woman is running around a,0.3077937662601471
3557601110,a person is riding a bike down a trail and falls off.,0.4791878759860992
2603758280,a man is helping another person to fly in the air with a parachute.,0.414373517036438
6853220537,a baby is pushing a shopping cart in a store.,0.4868836104869842
8390450013,a little boy is sitting on the ground and playing with a dog.,0.5264148712158203
8105743251,a dog is sitting at a table and a man is looking at a newspaper.,0.3981930017471313
3599210242,a man is riding a bike down a hill and then jumps off a ramp.,0.4583626389503479
2433780333,a man is hitting a golf ball with a golf club.,0.6010235548019409
3064389881,a baby is being held up by a man and he is bouncing on a large ball.,0.4121177494525909
2520519565,a man is sitting in a boat and drinking a beverage.,0.3894518613815307
7375575700,a dog is running around and a person throws a ball to a dog.,0.3364279866218567
9969305386,a group of people are standing on rocks and one of them is trying to climb up a,0.4112930595874786
3517067405,a man is on stage singing and playing the guitar.,0.4643419086933136
12212440674,two young children are playing in the snow and one of them falls down.,0.4865481853485107
5708642873,a woman is dancing in front of a group of people.,0.53032386302948
5391529619,two men are standing in front of a camera and doing sign language.,0.5359479784965515
8106418518,a group of people are singing and dancing in front of a church.,0.502741277217865
4513212069,a baby is laying on a bed and someone is trying to wake him up.,0.4530459344387054
3626207014,a man is playing with a little boy and the baby is running around.,0.3727309703826904
3312292397,a man is holding a baby and shaking her head back and forth.,0.522144079208374
2406887888,a baby is crawling on the floor and a cat is running around.,0.4098826050758362
2632387219,a man is talking to another man while he is eating chips.,0.4415189623832702
9289576155,a cat is running and jumps over a hurdle and then a cat runs past him.,0.2978794574737549
3343269521,a cat is in the bathroom and a person is cleaning the toilet.,0.4855479896068573
2492334093,a group of young boys are sitting on a couch and one of them is brushing his teeth,0.5367871522903442
5359417762,a group of people are celebrating a birthday party and a boy blows out the candles on a,0.4884041249752044
6844067748,a woman is walking in a pool with a little boy.,0.4370233118534088
3223951946,two young men are dancing to music in a living room.,0.57408207654953
9988805544,a man is driving a car while a woman is talking to him.,0.4631527960300445
2574703259,a baby is sitting in a chair and then starts to put together a puzzle.,0.4550656378269195
9197405751,a little girl is walking around in a room and then she starts to run.,0.3449298441410064
5678689001,a dog is running around a yard and a person is running around with a leash.,0.3295650482177734
10355341433,two young boys are standing outside and one of them is talking to the other.,0.3580484092235565
3036368299,a man and a woman are dancing together in front of a group of people.,0.5530637502670288
6063505455,a little girl is mopping the floor with a small child.,0.3905883431434631
11574237096,a woman is running and jumping over hurdles while a dog runs past her.,0.3926368057727813
13496244575,a baby is being held up by a woman and the baby is making faces.,0.3838122189044952
5131508387,a cat is playing with a remote control and a cat is playing with it.,0.4035517871379852
5127101536,a little girl is shaking her head and shaking her head.,0.425298660993576
4489511133,a little girl is playing with a phone and a man is talking to her.,0.3934170305728912
8466126930,a man is holding a little girl and the baby is waving at the camera.,0.4784802794456482
4437974380,a woman is holding a baby and rubbing it's face with her hand.,0.3758070170879364
9555298916,a little girl is sitting at a table and is eating a meal.,0.4413519203662872
3332953908,a group of people are sitting on the floor and playing musical instruments.,0.5211343765258789
5150571378,a cat is laying on the floor and a person is petting it.,0.4703713059425354
6859121305,a group of people are playing volleyball on a sandy beach.,0.6328797340393066
3255908815,a baby is laying on the floor drinking from a bottle and then he drops it.,0.4179275333881378
7975528915,a group of people are running and jumping into a river.,0.4932959973812103
3759094243,a group of people are standing on the beach and watching a group of people walk by.,0.4499013125896454
4834895241,a man is riding a go kart around a track and then another man is talking about,0.3382602334022522
8686073700,two men are in a room with headphones and one of them is wearing headphones and,0.3596215844154358
3150525444,a group of people are dancing and dancing in a living room.,0.4868417382240295
6038769080,a family is sitting around a table and looking at easter eggs.,0.4435573220252991
2972558344,a dog runs and jumps into a house and a dog runs by.,0.318672239780426
5785351331,two girls are sitting on a bed and talking about a game.,0.4244343340396881
4129080039,a woman is holding a bird in her hand and is feeding it.,0.3470784425735473
4608963318,a woman is standing at a podium and talking to a group of people.,0.4854207336902618
4631106366,a young child is playing with a blanket and making a bed.,0.3574146330356598
3081360150,a man is holding a snake and then he shows it to the camera.,0.4437440633773803
4740345442,a group of kids are walking through a creek and one of them falls down.,0.4262822568416595
3452353148,a man is riding a snowmobile through the snow and then he starts to move it.,0.4349585473537445
3379092051,a baby is swinging on a swing while a woman is talking to him.,0.4891190826892853
8202211038,a little girl is opening a present and a little girl is opening a present.,0.4192856848239898
3647831758,a baby is playing with a ball and then he picks it up and throws it to the,0.4233795702457428
2445732383,a bear is sitting on the grass and a person is petting a bear.,0.3738224804401397
9281344489,a man is playing a guitar and a man is playing the drums.,0.3570995032787323
3404210548,a group of people are sledding down a snowy hill.,0.6304313540458679
6340352043,a group of people are riding down a river and then jumping into the water.,0.4092023074626922
3900682951,a group of people are kayaking in a river.,0.5474645495414734
2876084443,a person is kayaking down a river in a river.,0.429465115070343
2974851017,a man is playing a song on a piano in a living room.,0.5555623769760132
2497715735,a group of people are dancing to music in the beach.,0.4579080641269684
3479125526,a man and a little girl are playing in a bounce house.,0.5082219243049622
5372325043,a baby is crying while a woman is holding a baby and the baby is crying.,0.3350770473480224
6554295195,a group of children are singing and singing while a man is talking.,0.356779545545578
3641992728,a woman is holding a baby and the baby is shaking its head.,0.4664053618907928
2405977217,a man is playing a guitar while another man is sitting on a bench.,0.4242978394031524
7610762882,two men are preparing to go down a hill with a rope.,0.4029446244239807
3430723284,a man is holding a baby and the baby is trying to get the baby to laugh.,0.4569530487060547
4881074976,a little boy is sitting in a high chair and eating a piece of watermelon.,0.6367281079292297
2558039818,a baby is sitting on a bed and reading a book to a man.,0.4872998595237732
3909074331,a group of kids are building a sand castle on the beach.,0.603827714920044
6660008425,a woman is sitting on a balcony and another woman is talking to her.,0.3922666013240814
8371375957,a baby is eating spaghetti with his hands while sitting at a table.,0.5279297232627869
10728284944,two young girls are playing patty cake with each other.,0.4624792337417602
3141642801,a group of people in helmets are sitting in a vehicle and talking.,0.380657285451889
13339367205,a dog is running on a trail and a person is running around.,0.3193418979644775
7757567866,a group of people are dancing and singing to the music.,0.4532501101493835
3336623732,a baby is sitting in a playpen and is trying to get his attention.,0.3832079172134399
2499564345,a man is holding a baby and the baby is waving at the camera.,0.5047568082809448
5093765132,a little boy is walking around a room and playing with a toy train.,0.4296133518218994
3240793832,a woman is tickling a baby and the baby is laughing.,0.5529983639717102
11794871936,a woman is holding a baby and the baby is making faces.,0.4824672937393188
5524574196,a woman is getting her eyebrows waxed by a woman.,0.5561084151268005
9487512217,a group of kids are playing on a playground set.,0.4393128156661987
6689569583,a baby is walking around on the carpet and then falls down.,0.3988201022148132
4593026716,a little girl is running around in the woods and throwing a ball.,0.3766787350177765
4315349265,a man and a woman are standing in a room and one of them is getting married.,0.3245247602462768
3702630327,a man is trying to get his boat to the dock but falls off.,0.3539600670337677
11982334506,a group of kids are sitting around and talking to each other.,0.4548036456108093
5699922217,a group of people are on a stage and they are singing.,0.4631640911102295
4123808525,a young boy is getting a haircut while a woman is talking to him.,0.4576848447322845
8105431890,a little boy is sitting on a couch and looking at a book.,0.488896906375885
4245041172,a baby is crawling on the floor and then a woman is talking to him.,0.442788153886795
10013458676,a little girl is sitting at a table and is brushing her hair.,0.5463225245475769
5647715900,a little girl is running in the water and a dog is running around.,0.3988737165927887
8929167032,a woman is sitting on a couch and a man is holding a small child.,0.4143615961074829
4656745906,two indian people are dancing on a stage in front of a crowd.,0.4490728378295898
3100579675,a group of people are on stage playing instruments and singing.,0.5053887367248535
8031010690,a baby is sitting on the floor and shaking his head back and forth.,0.5982022881507874
5478970215,a woman is walking on a bridge and then a woman is walking on the train.,0.2958963215351105
5095907918,a group of men are playing instruments and singing while a band plays the guitar.,0.4285412728786468
8277579351,a dog is walking around with a dog and the dog is barking.,0.2723777592182159
9667167640,a dog is sitting on the floor and a person is petting a dog.,0.4942022562026977
5873037185,a woman is sitting on the floor with a dog and she is shaking her hand.,0.380439430475235
4293949179,a woman is holding a baby in her arms and the baby is holding.,0.5130152106285095
4696626424,a baby is sitting in a bouncer and shaking his head no and forth.,0.5307685136795044
2466853140,a dog is being walked by a man in a river.,0.3453702330589294
2625491104,two men are standing in a kayak and one of them is trying to get the rope,0.3918609321117401
4025836003,a woman is sitting on a couch and talking to a man who is sitting on a couch,0.4746218025684356
3992773451,a little boy is in a pool with a little boy and he is wearing a life jacket,0.3858738541603088
2639225467,a man is showing how to do a rope with a rope.,0.3984435200691223
4845929158,a woman is sitting at a table and is making a video of a computer.,0.4148800671100616
7823823944,a man is climbing up a mountain with a rope and another man is climbing the side.,0.3572770059108734
4609514164,two animals are walking around in a zoo and one of them is petting the animal.,0.3620559871196747
9720764244,a woman and a boy are playing rock paper scissors.,0.4681796431541443
11077200623,a group of people are playing a game of hockey in an ice rink.,0.5442757606506348
5818846033,a baby is sitting in a swing and swinging back and forth.,0.5284814834594727
3606510307,a group of men are opening a small refrigerator and then they stop it.,0.2834352850914001
3308258691,a person is playing a piano in a mall with a piano.,0.373145192861557
7691046836,a man and a little boy are sitting in a car and making funny faces.,0.446284145116806
3023021780,a person is using a hand puppet to create a puppet show.,0.3923354744911194
3360208610,a woman is teaching a young boy how to shoot a basketball.,0.5343762040138245
6118838509,a person is holding a small animal and then the animal is drinking from it.,0.2808264493942261
4316096248,a man and a woman are eating food at a restaurant.,0.4681503176689148
6813372954,a group of people are walking through a forest and one of them is holding a ball.,0.4369080364704132
3522190635,a baby crawls across a colorful rug while a woman cheers them on.,0.4385448098182678
3553030619,a woman is playing with a toddler and the child is jumping up and down.,0.4377444088459015
6035503497,a woman is on a dock and is walking around a boat.,0.2742664515972137
4903593284,a group of children are on a stage and they are taking turns talking.,0.3753697574138641
6025249212,a man and a woman are playing a musical instrument together.,0.4208810031414032
3122140249,a woman and a man are sitting at a table and are trying to make a house.,0.4172464609146118
8759410624,a woman is sitting at a table and she is blowing out candles on a cake.,0.5692674517631531
8690893018,a person is feeding a flock of pigeons while a man is talking in the background.,0.4368904829025268
4758751564,a speed boat is racing on the water and then a person is talking.,0.2632856070995331
8316861265,a girl is dancing in front of a crowd of people.,0.5236425995826721
4458449046,a man is hitting a golf ball with a golf club.,0.5986761450767517
9371342049,two people are throwing knives at a tree in a wooded area.,0.4418190419673919
5524185835,a group of people are on a stage performing a dance routine.,0.582082211971283
7967750522,a man runs and jumps into a pool of water and a man runs up to him.,0.3550560474395752
6071633426,a baby is sitting in a high chair and eating while someone is talking to him.,0.4688221216201782
8224490794,a baby is being held by a woman and the baby is trying to get the baby to,0.3888517916202545
9253920286,a person is swimming in the water in a very large body of water.,0.4770830869674682
5807908661,a baby girl is sitting at a table and talking to a man.,0.3931615054607391
4178472052,two men are standing on a lake and one of them is shooting a gun into the water,0.4520145356655121
6541515485,a little boy is walking around with a toy balloon and then picks up a balloon and throws,0.3954961001873016
8749201145,a woman is making a peanut butter sandwich and talking about it.,0.5144535899162292
4771022581,a little girl is playing with a toy and then she is dancing to the music.,0.3654243946075439
2403087559,a man is laying on a table while a woman is standing behind him and pressing his hands,0.3867062330245971
3776883679,a man is pushing a boy in a wheelchair down a street.,0.4655110239982605
4968786437,a baby is pushing a toy car with a woman in it.,0.4060696959495544
2660007586,a young girl is riding a scooter in a circle and talking to someone.,0.4600531458854675
8952148051,a baby is sitting at a piano and playing a keyboard.,0.5004364848136902
9023339404,a group of people are riding on the back of an elephant.,0.6352382898330688
4794597968,a baby is sitting on a couch and shaking his head back and forth.,0.5921677350997925
6243138228,a baby is sitting on the floor and playing with his father.,0.415648877620697
13516621384,a girl is walking on a tight rope while another girl is walking on the rope.,0.3376748859882355
2966811190,a young boy is riding a skateboard in a skate park.,0.5267695188522339
6764465247,a man and woman are sitting down and talking to each other.,0.4916058480739593
2458544634,a young boy is walking in the water with his dog.,0.4420049488544464
3739319683,a group of people are watching a man throw a ball into a net.,0.406810998916626
11558755515,a baby is sitting on a chair and a dog is sitting on a table.,0.4259550869464874
10798608136,a group of men are walking around and shaking hands.,0.4532587826251983
4937452721,a baby is sitting at a table playing with a tabletop game.,0.4488941133022308
4173145252,a woman is playing with a little boy and the child is trying to pick up a drawer,0.3108155429363251
3329878386,a cat is sitting on a couch and a person is petting it.,0.5627084374427795
5994972300,a person is petting a dog and the dog is running around.,0.3312698304653168
9402994355,a baby is laying on the floor playing with a toy and then he falls over.,0.4211514294147491
5969368435,a group of people are playing in the snow and one of them falls down.,0.5328922271728516
4405746537,a little girl is opening a present while a man is helping her.,0.4637746512889862
3487251005,a group of people are standing in a room with a microphones.,0.4189525842666626
10128261054,two people are fencing in a gym while others watch.,0.4732023179531097
2405004230,a man is juggling three sticks that are on fire while people watch.,0.4872575402259826
2517097455,a little boy is doing a cartwheel and then another boy does a flip.,0.3636035025119781
2935869403,a man is walking a dog on a leash while a woman is walking a dog.,0.439671128988266
8376101750,a man is playing a guitar and singing while a little boy is playing the guitar.,0.5336876511573792
6653111897,a baby is sitting in a play chair and is clapping her hands.,0.4512518942356109
6975125131,a car is being driven down a dirt road and then a man runs to the side.,0.308868944644928
5552394033,a man is running and catching a ball and running.,0.3310103118419647
5255119112,a group of children are on a stage and they are dancing.,0.4968906939029693
