video_id,SwinBERT Captions,SwinBERT Confidence Scores
7161543663,a group of men are dancing on a stage while music is playing.,0.44379124
11576401024,a group of kids are sitting in a room and playing with toy swords.,0.457652688
5161932294,a man and a woman are in a kitchen cooking together.,0.481106132
8150513082,two cats are playing with a cat and the cat is on the bed.,0.359012514
4839003204,a woman is sitting in a chair and a man is trying to lick her ear.,0.387153774
10400848434,a little girl is feeding a group of ducks and a man is feeding them.,0.377188027
5750524360,a man and a woman are practicing a dance routine in a studio.,0.483608127
7618872538,a woman is sitting on a chair with a baby and a boy is sitting in a chair,0.342969775
4207981117,a woman is walking a dog on a leash and then a dog runs by.,0.405319333
3522105391,a baby is playing with a ball and a dog is playing with it.,0.448497206
8277189448,a group of kids are outside and they are picking up a box and putting it in a,0.38737303
10023328894,a family is playing in the sand on the beach.,0.463571846
3655493767,a baseball player throws a ball to another player who catches it.,0.468128741
4257050287,a man is playing with a little boy and he is playing with a stick.,0.42998752
5585209771,a family is sitting around a living room and talking to each other.,0.467799813
2976591964,a group of kids are playing in a bouncy house and laughing.,0.444424391
4215464387,a group of children are using sticks to dig a tree.,0.461529702
6901974982,a woman is playing with a little girl and the child is playing with her.,0.348899931
5713994594,a group of people are swimming in the water and one of them jumps into the water.,0.510930657
9649740430,a man is working in a room and is throwing a paper to the other man.,0.306676298
12298809926,a man is hitting a golf ball with a golf club.,0.562232852
3148729782,a man is holding a baby and the baby is smiling.,0.414501578
8787155053,a man is laying on the floor and a little girl is tickling her back.,0.535190225
3344099157,a woman and a man are playing music together in a room.,0.478692561
3704781879,a toddler is playing with a toy and then falls down.,0.35107407
8005683112,a monkey is standing on a platform and is feeding a monkey through the air.,0.319775879
3551756088,a boy is sitting on a toy car while a woman is talking to him.,0.47535187
2836465095,a woman is singing on stage while a man is singing into a microphone.,0.455317289
2818950014,a group of people are sitting around a table eating hot dogs.,0.593007147
3755261383,a young boy is playing with a toy train set.,0.47555688
4828801987,a woman is playing a guitar and singing while a man plays a guitar.,0.47351864
4891298747,a group of people are mixing something in a bowl.,0.47723037
4242382178,a group of people are in a car and they are playing a game with their hands.,0.473451376
6420147083,a little boy is playing a toy flute in a store.,0.502438009
5631808303,a woman is sitting on a couch with a dog and a dog is barking at her.,0.398638606
6128079946,a man and woman are having a conversation about a conference.,0.449945509
2983727948,a man and a child are snowboarding down a mountain.,0.516401529
6774795741,a group of people are at a zoo and a little girl is hugging a little girl.,0.362605482
5524795960,a baby is sitting in a high chair and eating food while a dog is barking.,0.439378053
5200348592,a man is unwrapping a package of paper and then he opens it.,0.377785414
4084841090,a woman is bathing a dog in a pool while a dog is standing next to her.,0.446038216
5760068749,a baby is sitting on a bed and watching tv and a man is talking to him.,0.387232095
3759139293,a baby is sitting in a high chair and is being fed by a woman.,0.541088998
4442957886,a baby is sitting at a table and is eating a bowl of food.,0.467980921
5607028175,a group of kids are jumping on a trampoline and jumping up and down.,0.643378258
10905462446,a group of people are outside and they are playing with a water gun.,0.38849774
3093095651,a man is dancing in a room with other people around him.,0.421441495
7303386938,a baby boy is drinking out of a cup and then he takes a drink from it.,0.389646381
6819760548,a group of people are walking around a car and a woman is pushing a car.,0.372423261
5929393873,a young boy is sitting in a chair and reading a paper.,0.524325252
9377811755,two babies are playing on the floor and one of them is crying.,0.44350186
3055520900,a cat is walking through a kitchen and then a person is walking through the room.,0.329571217
3198941287,a man is showing how to use a game of cards.,0.305372447
3348872437,a little boy is pushing a toy cart around the kitchen.,0.439524949
13503538465,two young children are playing on a bed and one of them is jumping up and down.,0.461941332
7516286866,a baby is crawling on the floor and playing with a toy and toys.,0.507371604
3264772244,a little girl is riding a bike in a basketball court.,0.54717195
6699885319,a man is riding a skateboard down a street and then he is riding a skateboard,0.379134923
8626961138,a man and a child are outside in the snow and shoveling snow.,0.496194601
11277503743,two young boys are in a classroom and one of them is holding a box of water.,0.354103088
4641631235,a young girl is playing the piano while another girl is playing the piano.,0.496495664
11809756394,a man is standing on a cliff and then jumps into the water.,0.445591331
5154656564,a man is walking through a room and talking to a crowd of people.,0.426821232
5799371453,a cat is being played by a person and the cat is walking around.,0.302935362
11277683376,two boys are sitting in a classroom and one of them is talking to the other.,0.435114056
4050733748,two cats are shown swinging on a rope that is attached to a string.,0.35606733
4203080888,a little girl is playing with a toy and a tv.,0.352290273
4787311381,a cat is running around and a person is running around the room.,0.307832181
4363130739,a little girl is riding a horse while a man is walking behind her.,0.437242597
10209170426,a man and a young boy are playing maracas together.,0.503293157
8726199251,a man and a child are on the beach and a man is carrying a bucket of sand,0.390823334
2855649995,a young child is using a knife to cut a green apple.,0.436629772
9579546236,a baby is pushing a toy car around the living room.,0.554758668
2440996945,a baby is playing with a ball and then a man is talking to him.,0.390857637
2985381764,a man is accepting an award while two other men are standing on stage.,0.381632566
7453733688,a little girl is playing in a pool with water and a man is standing on the side,0.328013659
8235000713,a group of people are sitting at a table and talking to a woman who is sitting down,0.384840965
5521340068,a man is holding a shirt up and then he is waving it around.,0.267470032
11396155253,a man is sitting in a chair with a little boy and the child is waving at the,0.410840839
7446323746,a man is on stage and is talking to a group of people.,0.386442035
5875210125,a little girl rides a bike down a wooden platform and then a man walks by.,0.338998169
6036337185,a man is reading a book to a group of people.,0.558867872
5550305641,a little boy is riding his bike down a sidewalk.,0.542724192
6991460472,a man is holding a small child and walking a small shovel through the dirt.,0.343313664
5040632101,a family is sitting on a couch and watching a family show.,0.414406955
2657975235,a man is sitting in a chair and another man is sitting in a chair and he is,0.37122941
10173643695,a young boy is doing a back flip on a gym mat.,0.414898604
6292691001,a woman and a young boy are running around a room and a woman is running around a,0.307793766
3557601110,a person is riding a bike down a trail and falls off.,0.479187876
2603758280,a man is helping another person to fly in the air with a parachute.,0.414373517
6853220537,a baby is pushing a shopping cart in a store.,0.48688361
8390450013,a little boy is sitting on the ground and playing with a dog.,0.526414871
8105743251,a dog is sitting at a table and a man is looking at a newspaper.,0.398193002
3599210242,a man is riding a bike down a hill and then jumps off a ramp.,0.458362639
2433780333,a man is hitting a golf ball with a golf club.,0.601023555
3064389881,a baby is being held up by a man and he is bouncing on a large ball.,0.412117749
2520519565,a man is sitting in a boat and drinking a beverage.,0.389451861
7375575700,a dog is running around and a person throws a ball to a dog.,0.336427987
9969305386,a group of people are standing on rocks and one of them is trying to climb up a,0.41129306
3517067405,a man is on stage singing and playing the guitar.,0.464341909
12212440674,two young children are playing in the snow and one of them falls down.,0.486548185
5708642873,a woman is dancing in front of a group of people.,0.530323863
5391529619,two men are standing in front of a camera and doing sign language.,0.535947978
8106418518,a group of people are singing and dancing in front of a church.,0.502741277
4513212069,a baby is laying on a bed and someone is trying to wake him up.,0.453045934
3626207014,a man is playing with a little boy and the baby is running around.,0.37273097
3312292397,a man is holding a baby and shaking her head back and forth.,0.522144079
2406887888,a baby is crawling on the floor and a cat is running around.,0.409882605
2632387219,a man is talking to another man while he is eating chips.,0.441518962
9289576155,a cat is running and jumps over a hurdle and then a cat runs past him.,0.297879457
3343269521,a cat is in the bathroom and a person is cleaning the toilet.,0.48554799
2492334093,a group of young boys are sitting on a couch and one of them is brushing his teeth,0.536787152
5359417762,a group of people are celebrating a birthday party and a boy blows out the candles on a,0.488404125
6844067748,a woman is walking in a pool with a little boy.,0.437023312
3223951946,two young men are dancing to music in a living room.,0.574082077
9988805544,a man is driving a car while a woman is talking to him.,0.463152796
2574703259,a baby is sitting in a chair and then starts to put together a puzzle.,0.455065638
9197405751,a little girl is walking around in a room and then she starts to run.,0.344929844
5678689001,a dog is running around a yard and a person is running around with a leash.,0.329565048
10355341433,two young boys are standing outside and one of them is talking to the other.,0.358048409
3036368299,a man and a woman are dancing together in front of a group of people.,0.55306375
6063505455,a little girl is mopping the floor with a small child.,0.390588343
11574237096,a woman is running and jumping over hurdles while a dog runs past her.,0.392636806
13496244575,a baby is being held up by a woman and the baby is making faces.,0.383812219
5131508387,a cat is playing with a remote control and a cat is playing with it.,0.403551787
5127101536,a little girl is shaking her head and shaking her head.,0.425298661
4489511133,a little girl is playing with a phone and a man is talking to her.,0.393417031
8466126930,a man is holding a little girl and the baby is waving at the camera.,0.478480279
4437974380,a woman is holding a baby and rubbing it's face with her hand.,0.375807017
9555298916,a little girl is sitting at a table and is eating a meal.,0.44135192
3332953908,a group of people are sitting on the floor and playing musical instruments.,0.521134377
5150571378,a cat is laying on the floor and a person is petting it.,0.470371306
6859121305,a group of people are playing volleyball on a sandy beach.,0.632879734
3255908815,a baby is laying on the floor drinking from a bottle and then he drops it.,0.417927533
7975528915,a group of people are running and jumping into a river.,0.493295997
3759094243,a group of people are standing on the beach and watching a group of people walk by.,0.449901313
4834895241,a man is riding a go kart around a track and then another man is talking about,0.338260233
8686073700,two men are in a room with headphones and one of them is wearing headphones and,0.359621584
3150525444,a group of people are dancing and dancing in a living room.,0.486841738
6038769080,a family is sitting around a table and looking at easter eggs.,0.443557322
2972558344,a dog runs and jumps into a house and a dog runs by.,0.31867224
5785351331,two girls are sitting on a bed and talking about a game.,0.424434334
4129080039,a woman is holding a bird in her hand and is feeding it.,0.347078443
4608963318,a woman is standing at a podium and talking to a group of people.,0.485420734
4631106366,a young child is playing with a blanket and making a bed.,0.357414633
3081360150,a man is holding a snake and then he shows it to the camera.,0.443744063
4740345442,a group of kids are walking through a creek and one of them falls down.,0.426282257
3452353148,a man is riding a snowmobile through the snow and then he starts to move it.,0.434958547
3379092051,a baby is swinging on a swing while a woman is talking to him.,0.489119083
8202211038,a little girl is opening a present and a little girl is opening a present.,0.419285685
3647831758,a baby is playing with a ball and then he picks it up and throws it to the,0.42337957
2445732383,a bear is sitting on the grass and a person is petting a bear.,0.37382248
9281344489,a man is playing a guitar and a man is playing the drums.,0.357099503
3404210548,a group of people are sledding down a snowy hill.,0.630431354
6340352043,a group of people are riding down a river and then jumping into the water.,0.409202307
3900682951,a group of people are kayaking in a river.,0.54746455
2876084443,a person is kayaking down a river in a river.,0.429465115
2974851017,a man is playing a song on a piano in a living room.,0.555562377
2497715735,a group of people are dancing to music in the beach.,0.457908064
3479125526,a man and a little girl are playing in a bounce house.,0.508221924
5372325043,a baby is crying while a woman is holding a baby and the baby is crying.,0.335077047
6554295195,a group of children are singing and singing while a man is talking.,0.356779546
3641992728,a woman is holding a baby and the baby is shaking its head.,0.466405362
2405977217,a man is playing a guitar while another man is sitting on a bench.,0.424297839
7610762882,two men are preparing to go down a hill with a rope.,0.402944624
3430723284,a man is holding a baby and the baby is trying to get the baby to laugh.,0.456953049
4881074976,a little boy is sitting in a high chair and eating a piece of watermelon.,0.636728108
2558039818,a baby is sitting on a bed and reading a book to a man.,0.48729986
3909074331,a group of kids are building a sand castle on the beach.,0.603827715
6660008425,a woman is sitting on a balcony and another woman is talking to her.,0.392266601
8371375957,a baby is eating spaghetti with his hands while sitting at a table.,0.527929723
10728284944,two young girls are playing patty cake with each other.,0.462479234
3141642801,a group of people in helmets are sitting in a vehicle and talking.,0.380657285
13339367205,a dog is running on a trail and a person is running around.,0.319341898
7757567866,a group of people are dancing and singing to the music.,0.45325011
3336623732,a baby is sitting in a playpen and is trying to get his attention.,0.383207917
2499564345,a man is holding a baby and the baby is waving at the camera.,0.504756808
5093765132,a little boy is walking around a room and playing with a toy train.,0.429613352
3240793832,a woman is tickling a baby and the baby is laughing.,0.552998364
11794871936,a woman is holding a baby and the baby is making faces.,0.482467294
5524574196,a woman is getting her eyebrows waxed by a woman.,0.556108415
9487512217,a group of kids are playing on a playground set.,0.439312816
6689569583,a baby is walking around on the carpet and then falls down.,0.398820102
4593026716,a little girl is running around in the woods and throwing a ball.,0.376678735
4315349265,a man and a woman are standing in a room and one of them is getting married.,0.32452476
3702630327,a man is trying to get his boat to the dock but falls off.,0.353960067
11982334506,a group of kids are sitting around and talking to each other.,0.454803646
5699922217,a group of people are on a stage and they are singing.,0.463164091
4123808525,a young boy is getting a haircut while a woman is talking to him.,0.457684845
8105431890,a little boy is sitting on a couch and looking at a book.,0.488896906
4245041172,a baby is crawling on the floor and then a woman is talking to him.,0.442788154
10013458676,a little girl is sitting at a table and is brushing her hair.,0.546322525
5647715900,a little girl is running in the water and a dog is running around.,0.398873717
8929167032,a woman is sitting on a couch and a man is holding a small child.,0.414361596
4656745906,two indian people are dancing on a stage in front of a crowd.,0.449072838
3100579675,a group of people are on stage playing instruments and singing.,0.505388737
8031010690,a baby is sitting on the floor and shaking his head back and forth.,0.598202288
5478970215,a woman is walking on a bridge and then a woman is walking on the train.,0.295896322
5095907918,a group of men are playing instruments and singing while a band plays the guitar.,0.428541273
8277579351,a dog is walking around with a dog and the dog is barking.,0.272377759
9667167640,a dog is sitting on the floor and a person is petting a dog.,0.494202256
5873037185,a woman is sitting on the floor with a dog and she is shaking her hand.,0.38043943
4293949179,a woman is holding a baby in her arms and the baby is holding.,0.513015211
4696626424,a baby is sitting in a bouncer and shaking his head no and forth.,0.530768514
2466853140,a dog is being walked by a man in a river.,0.345370233
2625491104,two men are standing in a kayak and one of them is trying to get the rope,0.391860932
4025836003,a woman is sitting on a couch and talking to a man who is sitting on a couch,0.474621803
3992773451,a little boy is in a pool with a little boy and he is wearing a life jacket,0.385873854
2639225467,a man is showing how to do a rope with a rope.,0.39844352
4845929158,a woman is sitting at a table and is making a video of a computer.,0.414880067
7823823944,a man is climbing up a mountain with a rope and another man is climbing the side.,0.357277006
4609514164,two animals are walking around in a zoo and one of them is petting the animal.,0.362055987
9720764244,a woman and a boy are playing rock paper scissors.,0.468179643
11077200623,a group of people are playing a game of hockey in an ice rink.,0.544275761
5818846033,a baby is sitting in a swing and swinging back and forth.,0.528481483
3606510307,a group of men are opening a small refrigerator and then they stop it.,0.283435285
3308258691,a person is playing a piano in a mall with a piano.,0.373145193
7691046836,a man and a little boy are sitting in a car and making funny faces.,0.446284145
3023021780,a person is using a hand puppet to create a puppet show.,0.392335474
3360208610,a woman is teaching a young boy how to shoot a basketball.,0.534376204
6118838509,a person is holding a small animal and then the animal is drinking from it.,0.280826449
4316096248,a man and a woman are eating food at a restaurant.,0.468150318
6813372954,a group of people are walking through a forest and one of them is holding a ball.,0.436908036
3522190635,a baby crawls across a colorful rug while a woman cheers them on.,0.43854481
3553030619,a woman is playing with a toddler and the child is jumping up and down.,0.437744409
6035503497,a woman is on a dock and is walking around a boat.,0.274266452
4903593284,a group of children are on a stage and they are taking turns talking.,0.375369757
6025249212,a man and a woman are playing a musical instrument together.,0.420881003
3122140249,a woman and a man are sitting at a table and are trying to make a house.,0.417246461
8759410624,a woman is sitting at a table and she is blowing out candles on a cake.,0.569267452
8690893018,a person is feeding a flock of pigeons while a man is talking in the background.,0.436890483
4758751564,a speed boat is racing on the water and then a person is talking.,0.263285607
8316861265,a girl is dancing in front of a crowd of people.,0.5236426
4458449046,a man is hitting a golf ball with a golf club.,0.598676145
9371342049,two people are throwing knives at a tree in a wooded area.,0.441819042
5524185835,a group of people are on a stage performing a dance routine.,0.582082212
7967750522,a man runs and jumps into a pool of water and a man runs up to him.,0.355056047
6071633426,a baby is sitting in a high chair and eating while someone is talking to him.,0.468822122
8224490794,a baby is being held by a woman and the baby is trying to get the baby to,0.388851792
9253920286,a person is swimming in the water in a very large body of water.,0.477083087
5807908661,a baby girl is sitting at a table and talking to a man.,0.393161505
4178472052,two men are standing on a lake and one of them is shooting a gun into the water,0.452014536
6541515485,a little boy is walking around with a toy balloon and then picks up a balloon and throws,0.3954961
8749201145,a woman is making a peanut butter sandwich and talking about it.,0.51445359
4771022581,a little girl is playing with a toy and then she is dancing to the music.,0.365424395
2403087559,a man is laying on a table while a woman is standing behind him and pressing his hands,0.386706233
3776883679,a man is pushing a boy in a wheelchair down a street.,0.465511024
4968786437,a baby is pushing a toy car with a woman in it.,0.406069696
2660007586,a young girl is riding a scooter in a circle and talking to someone.,0.460053146
8952148051,a baby is sitting at a piano and playing a keyboard.,0.500436485
9023339404,a group of people are riding on the back of an elephant.,0.63523829
4794597968,a baby is sitting on a couch and shaking his head back and forth.,0.592167735
6243138228,a baby is sitting on the floor and playing with his father.,0.415648878
13516621384,a girl is walking on a tight rope while another girl is walking on the rope.,0.337674886
2966811190,a young boy is riding a skateboard in a skate park.,0.526769519
6764465247,a man and woman are sitting down and talking to each other.,0.491605848
2458544634,a young boy is walking in the water with his dog.,0.442004949
3739319683,a group of people are watching a man throw a ball into a net.,0.406810999
11558755515,a baby is sitting on a chair and a dog is sitting on a table.,0.425955087
10798608136,a group of men are walking around and shaking hands.,0.453258783
4937452721,a baby is sitting at a table playing with a tabletop game.,0.448894113
4173145252,a woman is playing with a little boy and the child is trying to pick up a drawer,0.310815543
3329878386,a cat is sitting on a couch and a person is petting it.,0.562708437
5994972300,a person is petting a dog and the dog is running around.,0.33126983
9402994355,a baby is laying on the floor playing with a toy and then he falls over.,0.421151429
5969368435,a group of people are playing in the snow and one of them falls down.,0.532892227
4405746537,a little girl is opening a present while a man is helping her.,0.463774651
3487251005,a group of people are standing in a room with a microphones.,0.418952584
10128261054,two people are fencing in a gym while others watch.,0.473202318
2405004230,a man is juggling three sticks that are on fire while people watch.,0.48725754
2517097455,a little boy is doing a cartwheel and then another boy does a flip.,0.363603503
2935869403,a man is walking a dog on a leash while a woman is walking a dog.,0.439671129
8376101750,a man is playing a guitar and singing while a little boy is playing the guitar.,0.533687651
6653111897,a baby is sitting in a play chair and is clapping her hands.,0.451251894
6975125131,a car is being driven down a dirt road and then a man runs to the side.,0.308868945
5552394033,a man is running and catching a ball and running.,0.331010312
5255119112,a group of children are on a stage and they are dancing.,0.496890694
2922262003,a man is holding a baby and the baby is waving at the camera.,0.532878339
2428846087,a man is paddling in a kayak and then he flips over.,0.362839162
3740849151,a woman is holding a baby and the baby is playing with her.,0.448903084
4116558765,two cats are shown being petted by a person.,0.382478952
3896532533,a baby is sitting in a stroller and laughing while someone is talking to them.,0.524279654
7477913592,a woman is laughing and laughing while she is eating a cheeseburger.,0.35534665
7526364640,a man is playing a violin while a group of children play instruments.,0.444801599
5306556049,a group of toddlers are playing with toys and toys.,0.435064852
3761582546,a group of people are on a stage and they are dancing to music.,0.503397346
10488004303,a baby is sitting on the floor and looking through a book.,0.50138396
6416652333,a group of people are sledding down a hill in the snow.,0.559355676
8886103892,a boy is using a tool to cut a wooden board.,0.362448901
4750512166,a cat is walking around and a cat is playing with the broom.,0.362013876
3332670362,a baby is swinging in a baby swing and laughing.,0.463391662
10864382765,a little girl is playing basketball outside on a court.,0.519444585
7530907250,a man and a small child are standing on a rock and a man is standing on the,0.375055462
3859630486,a woman is holding a baby and the child is walking in the water.,0.386804491
2906873825,a group of men are playing music and singing and playing a song.,0.416122854
3666030640,a person is showing how they eat a hot dog.,0.404720068
3842392593,a man is playing with a cat and the dog jumps up and down.,0.452800572
7492432696,a young boy is sitting at a table and eating a plate of food.,0.525917411
3485555298,a woman is riding a bike down a road and then she is riding a bike.,0.348089159
4863455612,a woman is using a tool to carve a large piece of stone.,0.462451309
3089060111,a baby is playing with a toy and then he picks up a toy.,0.462714255
5856167780,a boy is running around a yard and then another boy runs behind him.,0.35061419
2824890841,a group of people are sitting in a forest and talking to each other.,0.472720742
11945818994,a group of young boys are dancing in front of a crowd.,0.525281072
8632946304,a young girl is riding a scooter down a paved hill.,0.48266229
9189355320,a boy is riding a bike in the driveway and then he rides it.,0.339085937
2530293734,a person is riding a bike down a path in the woods.,0.522198379
2982166377,a group of people are standing around a field and a person is holding a flag.,0.432085425
4015487071,a man is standing in front of a computer and he is doing some dance moves.,0.396962404
3731899673,a tractor is driving a tractor and a man is driving a tractor.,0.306237608
3205604574,a young boy and a girl are dancing in a room with a tv.,0.329037547
3454731708,a group of people are sitting on the ground and watching some animals,0.389497787
5372042516,a little girl blows out candles on a birthday cake while a boy blows out the candles.,0.478706986
2422024081,a young boy is sitting at a desk and talking on a phone.,0.52365011
