video_id,video_path,caption,result1,action_caption
4584426085,/mnt/adithya/val/4584426085.mp4,a woman is sitting on the floor with a dog and a dog is sitting on the floor,training dog,training dog. a woman is sitting on the floor with a dog and a dog is sitting on the floor
4263096481,/mnt/adithya/val/4263096481.mp4,a man is using a knife to cut a fish's mouth.,ice fishing,ice fishing. a man is using a knife to cut a fish's mouth.
4273039295,/mnt/adithya/val/4273039295.mp4,a little boy is walking in the snow and then he walks away.,ice skating,ice skating. a little boy is walking in the snow and then he walks away.
5902452647,/mnt/adithya/val/5902452647.mp4,two toddlers are playing with a ball in the yard.,egg hunting,egg hunting. two toddlers are playing with a ball in the yard.
3711681535,/mnt/adithya/val/3711681535.mp4,a woman is on a trapeze and then does a flip and falls off.,climbing a rope,climbing a rope. a woman is on a trapeze and then does a flip and falls off.
3066064005,/mnt/adithya/val/3066064005.mp4,a group of women are in a room and they are playing a game of food.,setting table,setting table. a group of women are in a room and they are playing a game of food.
11871253306,/mnt/adithya/val/11871253306.mp4,a group of children are playing a game of dodge ball in a gym.,dodgeball,dodgeball. a group of children are playing a game of dodge ball in a gym.
3851961428,/mnt/adithya/val/3851961428.mp4,a group of scuba divers are in a pool and they are waving their arms.,feeding fish,feeding fish. a group of scuba divers are in a pool and they are waving their arms.
5256928210,/mnt/adithya/val/5256928210.mp4,a man is sitting down and petting a dog that is sitting on the ground.,grooming dog,grooming dog. a man is sitting down and petting a dog that is sitting on the ground.
4984331176,/mnt/adithya/val/4984331176.mp4,a group of people are playing a game of jump rope.,high kick,high kick. a group of people are playing a game of jump rope.
4822859674,/mnt/adithya/val/4822859674.mp4,a man is sitting on the floor with a baby and a little boy is eating a snack,shaking head,shaking head. a man is sitting on the floor with a baby and a little boy is eating a snack
4978714491,/mnt/adithya/val/4978714491.mp4,a person is recording a video of a busy city.,playing saxophone,playing saxophone. a person is recording a video of a busy city.
9293415110,/mnt/adithya/val/9293415110.mp4,a woman is dancing on stage while a band plays the guitar.,tap dancing,tap dancing. a woman is dancing on stage while a band plays the guitar.
5445581571,/mnt/adithya/val/5445581571.mp4,a dog is standing on the floor and a person is brushing the dog.,training dog,training dog. a dog is standing on the floor and a person is brushing the dog.
3557498300,/mnt/adithya/val/3557498300.mp4,a man and a little boy are running around in a field flying kites.,trimming trees,trimming trees. a man and a little boy are running around in a field flying kites.
6624174621,/mnt/adithya/val/6624174621.mp4,a woman is blowing out candles on a birthday cake while a child is encouraging her.,dining,dining. a woman is blowing out candles on a birthday cake while a child is encouraging her.
4942054721,/mnt/adithya/val/4942054721.mp4,a person is walking through a wooded area and is looking at some food.,headbutting,headbutting. a person is walking through a wooded area and is looking at some food.
9213637099,/mnt/adithya/val/9213637099.mp4,a group of girls are huddled together and they are doing a cheer.,rock scissors paper,rock scissors paper. a group of girls are huddled together and they are doing a cheer.
8464056582,/mnt/adithya/val/8464056582.mp4,a little boy is crawling around on the floor and a dog is trying to get him to,petting animal (not cat),petting animal (not cat). a little boy is crawling around on the floor and a dog is trying to get him to
9565310990,/mnt/adithya/val/9565310990.mp4,a baby is crawling across the grass and then falls to the ground.,egg hunting,egg hunting. a baby is crawling across the grass and then falls to the ground.
5635265624,/mnt/adithya/val/5635265624.mp4,a baby is sitting on a woman's lap and is ripping paper.,getting a haircut,getting a haircut. a baby is sitting on a woman's lap and is ripping paper.
5561024834,/mnt/adithya/val/5561024834.mp4,a young boy is jumping on a bed and doing a somersault.,making bed,making bed. a young boy is jumping on a bed and doing a somersault.
2830899473,/mnt/adithya/val/2830899473.mp4,a group of people are walking down a street with a backpack on their back.,riding unicycle,riding unicycle. a group of people are walking down a street with a backpack on their back.
4279106208,/mnt/adithya/val/4279106208.mp4,a woman and two children are playing on a bouncy slide.,climbing ladder,climbing ladder. a woman and two children are playing on a bouncy slide.
3121571439,/mnt/adithya/val/3121571439.mp4,a man and a woman are dancing together outside on the sidewalk.,shaking hands,shaking hands. a man and a woman are dancing together outside on the sidewalk.
9473479950,/mnt/adithya/val/9473479950.mp4,a baby is laying on a bed and laughing while a woman is talking to her.,sticking tongue out,sticking tongue out. a baby is laying on a bed and laughing while a woman is talking to her.
2821968703,/mnt/adithya/val/2821968703.mp4,a man is water skiing on a lake and then falls off.,skiing slalom,skiing slalom. a man is water skiing on a lake and then falls off.
7786283208,/mnt/adithya/val/7786283208.mp4,a little girl is rolling on the floor and a man is talking to her.,situp,situp. a little girl is rolling on the floor and a man is talking to her.
8064178441,/mnt/adithya/val/8064178441.mp4,a woman and a baby sit on the floor and play with a stuffed animal.,pushing car,pushing car. a woman and a baby sit on the floor and play with a stuffed animal.
4217422838,/mnt/adithya/val/4217422838.mp4,a little boy is sitting on the floor and is trying to open a present.,opening present,opening present. a little boy is sitting on the floor and is trying to open a present.
2793806282,/mnt/adithya/val/2793806282.mp4,a woman is holding a dog in a pool and she is trying to get him to go,cleaning pool,cleaning pool. a woman is holding a dog in a pool and she is trying to get him to go
3524939594,/mnt/adithya/val/3524939594.mp4,a man is helping another man climb a rope in a gym.,situp,situp. a man is helping another man climb a rope in a gym.
4138579400,/mnt/adithya/val/4138579400.mp4,a young girl is sitting at a table and playing with some toys.,knitting,knitting. a young girl is sitting at a table and playing with some toys.
5328004991,/mnt/adithya/val/5328004991.mp4,a woman and a boy are standing at a counter and mixing something in a bowl.,baking cookies,baking cookies. a woman and a boy are standing at a counter and mixing something in a bowl.
6160414832,/mnt/adithya/val/6160414832.mp4,a group of people are playing monopoly and one kid is playing monopoly.,playing poker,playing poker. a group of people are playing monopoly and one kid is playing monopoly.
2435633172,/mnt/adithya/val/2435633172.mp4,a group of people are watching a bear in a zoo.,tossing coin,tossing coin. a group of people are watching a bear in a zoo.
8107573462,/mnt/adithya/val/8107573462.mp4,a man is skiing down a hill and falls down.,skiing (not slalom or crosscountry),skiing (not slalom or crosscountry). a man is skiing down a hill and falls down.
11681746823,/mnt/adithya/val/11681746823.mp4,a woman is talking to a baby and the baby is laughing.,shaking head,shaking head. a woman is talking to a baby and the baby is laughing.
2503404966,/mnt/adithya/val/2503404966.mp4,a little boy is pushing a toy car around the house.,pushing cart,pushing cart. a little boy is pushing a toy car around the house.
3151715056,/mnt/adithya/val/3151715056.mp4,a group of people are dancing to music in a room.,tasting beer,tasting beer. a group of people are dancing to music in a room.
7164729910,/mnt/adithya/val/7164729910.mp4,a little boy is pushing a toy car around the living room.,pushing cart,pushing cart. a little boy is pushing a toy car around the living room.
8557532213,/mnt/adithya/val/8557532213.mp4,a little boy is kicking a soccer ball into a goal and falls to the ground.,kicking soccer ball,kicking soccer ball. a little boy is kicking a soccer ball into a goal and falls to the ground.
7001078933,/mnt/adithya/val/7001078933.mp4,a football player runs and tackles another player while a football player runs and tackles him.,passing American football (in game),passing American football (in game). a football player runs and tackles another player while a football player runs and tackles him.
3206694342,/mnt/adithya/val/3206694342.mp4,a group of children are on a stage dancing and dancing to music.,dancing gangnam style,dancing gangnam style. a group of children are on a stage dancing and dancing to music.
10597533885,/mnt/adithya/val/10597533885.mp4,a little girl is playing with a toy and then she picks up a box.,fixing hair,fixing hair. a little girl is playing with a toy and then she picks up a box.
8783897632,/mnt/adithya/val/8783897632.mp4,a group of people are riding bikes down a path.,riding a bike,riding a bike. a group of people are riding bikes down a path.
2735019707,/mnt/adithya/val/2735019707.mp4,a group of people are playing drums and singing while a man plays the drums.,drumming fingers,drumming fingers. a group of people are playing drums and singing while a man plays the drums.
11244289523,/mnt/adithya/val/11244289523.mp4,a baby is eating a cake while another girl is talking to her.,reading book,reading book. a baby is eating a cake while another girl is talking to her.
14012319794,/mnt/adithya/val/14012319794.mp4,a little girl is playing with a toy sword and a little girl is playing with it.,opening present,opening present. a little girl is playing with a toy sword and a little girl is playing with it.
4130504920,/mnt/adithya/val/4130504920.mp4,a baby is laying on a bean bag and laughing while a man is holding a ball.,laughing,laughing. a baby is laying on a bean bag and laughing while a man is holding a ball.
3249402410,/mnt/adithya/val/3249402410.mp4,a group of people are in a kitchen making pizzas.,cooking chicken,cooking chicken. a group of people are in a kitchen making pizzas.
9612838272,/mnt/adithya/val/9612838272.mp4,a group of kids are playing on a bouncy house.,climbing ladder,climbing ladder. a group of kids are playing on a bouncy house.
4798585428,/mnt/adithya/val/4798585428.mp4,a group of people are standing together and talking to each other.,singing,singing. a group of people are standing together and talking to each other.
4485498145,/mnt/adithya/val/4485498145.mp4,a group of people are sitting at a table and drinking a drink.,tasting food,tasting food. a group of people are sitting at a table and drinking a drink.
9408800471,/mnt/adithya/val/9408800471.mp4,a dog is playing with a ball and a dog is running around him.,playing volleyball,playing volleyball. a dog is playing with a ball and a dog is running around him.
2809330695,/mnt/adithya/val/2809330695.mp4,a baby is laying in a crib and sneezes and then falls over.,baby waking up,baby waking up. a baby is laying in a crib and sneezes and then falls over.
4984417707,/mnt/adithya/val/4984417707.mp4,a group of people are riding an elephant in a zoo.,side kick,side kick. a group of people are riding an elephant in a zoo.
3445431963,/mnt/adithya/val/3445431963.mp4,a group of people are scuba diving and one of them is swimming.,snorkeling,snorkeling. a group of people are scuba diving and one of them is swimming.
4688219212,/mnt/adithya/val/4688219212.mp4,a young man is swinging on a trapeze and then jumps off.,climbing a rope,climbing a rope. a young man is swinging on a trapeze and then jumps off.
4378803532,/mnt/adithya/val/4378803532.mp4,a man is juggling three flaming torches while two other people stand around him.,busking,busking. a man is juggling three flaming torches while two other people stand around him.
3719793245,/mnt/adithya/val/3719793245.mp4,a woman and a child are riding in a toy car.,riding elephant,riding elephant. a woman and a child are riding in a toy car.
7114553643,/mnt/adithya/val/7114553643.mp4,a man is on stage performing a dance routine while a band plays behind him.,tango dancing,tango dancing. a man is on stage performing a dance routine while a band plays behind him.
6860322796,/mnt/adithya/val/6860322796.mp4,a man and a child are playing in the snow and a dog runs around.,drop kicking,drop kicking. a man and a child are playing in the snow and a dog runs around.
6025238212,/mnt/adithya/val/6025238212.mp4,a man and a woman are having a conversation with a man.,shaving head,shaving head. a man and a woman are having a conversation with a man.
2461993294,/mnt/adithya/val/2461993294.mp4,a group of people are sitting around a room and playing instruments.,capoeira,capoeira. a group of people are sitting around a room and playing instruments.
3784543730,/mnt/adithya/val/3784543730.mp4,a person is riding a bike down a road and then stops.,riding mountain bike,riding mountain bike. a person is riding a bike down a road and then stops.
5658916668,/mnt/adithya/val/5658916668.mp4,a person is sliding down a hill on a sled and then falls off.,skiing (not slalom or crosscountry),skiing (not slalom or crosscountry). a person is sliding down a hill on a sled and then falls off.
3261079025,/mnt/adithya/val/3261079025.mp4,a man is flying a kite in the snow while a man watches.,ice fishing,ice fishing. a man is flying a kite in the snow while a man watches.
4889681401,/mnt/adithya/val/4889681401.mp4,a group of people are riding bikes down a road.,riding scooter,riding scooter. a group of people are riding bikes down a road.
3942617402,/mnt/adithya/val/3942617402.mp4,a man is shown using a train to extinguisher on a train track.,extinguishing fire,extinguishing fire. a man is shown using a train to extinguisher on a train track.
5328616848,/mnt/adithya/val/5328616848.mp4,a boy and a girl are in the kitchen and they are cooking something.,making a cake,making a cake. a boy and a girl are in the kitchen and they are cooking something.
4087654898,/mnt/adithya/val/4087654898.mp4,a little boy and girl are watering the leaves with a watering can.,planting trees,planting trees. a little boy and girl are watering the leaves with a watering can.
4698622422,/mnt/adithya/val/4698622422.mp4,a young boy is playing with a ball and then he picks it up and throws it to,shooting goal (soccer),shooting goal (soccer). a young boy is playing with a ball and then he picks it up and throws it to
5061117640,/mnt/adithya/val/5061117640.mp4,a man is sitting in a chair and then he is slapped by a man.,eating doughnuts,eating doughnuts. a man is sitting in a chair and then he is slapped by a man.
5803861992,/mnt/adithya/val/5803861992.mp4,a baby is laughing and playing with a baby and laughing.,laughing,laughing. a baby is laughing and playing with a baby and laughing.
3972259774,/mnt/adithya/val/3972259774.mp4,a group of people are sitting in a room and one of them is talking to the camera,rock scissors paper,rock scissors paper. a group of people are sitting in a room and one of them is talking to the camera
4251505427,/mnt/adithya/val/4251505427.mp4,a woman is holding a baby and talking to the camera while the child is waving at the,playing flute,playing flute. a woman is holding a baby and talking to the camera while the child is waving at the
6078524411,/mnt/adithya/val/6078524411.mp4,two babies are sitting at a table and eating something and making noises.,eating doughnuts,eating doughnuts. two babies are sitting at a table and eating something and making noises.
4388652400,/mnt/adithya/val/4388652400.mp4,a dog is watching tv and watching a dog run around.,using computer,using computer. a dog is watching tv and watching a dog run around.
3471421544,/mnt/adithya/val/3471421544.mp4,a baby is in a play room and shaking his head no and forth.,laughing,laughing. a baby is in a play room and shaking his head no and forth.
10030609934,/mnt/adithya/val/10030609934.mp4,a boy is playing with a toy train and then he picks up a toy and throws it,eating ice cream,eating ice cream. a boy is playing with a toy train and then he picks up a toy and throws it
3321261856,/mnt/adithya/val/3321261856.mp4,a little girl is walking around a room with a dog on a leash.,walking the dog,walking the dog. a little girl is walking around a room with a dog on a leash.
4013751996,/mnt/adithya/val/4013751996.mp4,a little girl is riding a scooter on the sidewalk.,abseiling,abseiling. a little girl is riding a scooter on the sidewalk.
5229476012,/mnt/adithya/val/5229476012.mp4,a woman is swimming in a pool with a child and then she is in the pool.,swimming backstroke,swimming backstroke. a woman is swimming in a pool with a child and then she is in the pool.
5801184682,/mnt/adithya/val/5801184682.mp4,a cat is laying on the floor and someone is petting it.,shaking hands,shaking hands. a cat is laying on the floor and someone is petting it.
3078294001,/mnt/adithya/val/3078294001.mp4,a man is standing in front of a cake with a woman behind him is blowing out the,celebrating,celebrating. a man is standing in front of a cake with a woman behind him is blowing out the
4838145161,/mnt/adithya/val/4838145161.mp4,a cat is being washed in the sink and a person is running water on the sink.,cleaning shoes,cleaning shoes. a cat is being washed in the sink and a person is running water on the sink.
6617533993,/mnt/adithya/val/6617533993.mp4,a boy and girl are sitting on the floor and opening gifts.,brushing hair,brushing hair. a boy and girl are sitting on the floor and opening gifts.
6754608321,/mnt/adithya/val/6754608321.mp4,a little girl is sitting on a couch and hugging a baby.,crying,crying. a little girl is sitting on a couch and hugging a baby.
2696280239,/mnt/adithya/val/2696280239.mp4,a man on a horse chases a calf and then jumps off.,riding mule,riding mule. a man on a horse chases a calf and then jumps off.
8811725760,/mnt/adithya/val/8811725760.mp4,a baby is sitting on a playground bench and a woman is pushing the child up the slide,water sliding,water sliding. a baby is sitting on a playground bench and a woman is pushing the child up the slide
10082798964,/mnt/adithya/val/10082798964.mp4,a man is sitting on the floor and playing with a little girl.,tasting food,tasting food. a man is sitting on the floor and playing with a little girl.
11541421563,/mnt/adithya/val/11541421563.mp4,a man is talking to a woman and she is sitting on a couch.,playing clarinet,playing clarinet. a man is talking to a woman and she is sitting on a couch.
5237219621,/mnt/adithya/val/5237219621.mp4,two girls are sitting on a couch and talking to each other.,playing piano,playing piano. two girls are sitting on a couch and talking to each other.
7288107396,/mnt/adithya/val/7288107396.mp4,a little boy is walking around a wooden staircase and a woman is talking to him.,opening present,opening present. a little boy is walking around a wooden staircase and a woman is talking to him.
4199369046,/mnt/adithya/val/4199369046.mp4,a man and a woman are laughing and laughing and laughing.,reading book,reading book. a man and a woman are laughing and laughing and laughing.
8563398032,/mnt/adithya/val/8563398032.mp4,a man is speaking to a group of people sitting at a table.,playing poker,playing poker. a man is speaking to a group of people sitting at a table.
7605329840,/mnt/adithya/val/7605329840.mp4,a group of people are sitting on a couch and they are blowing up balloons.,playing recorder,playing recorder. a group of people are sitting on a couch and they are blowing up balloons.
3530231811,/mnt/adithya/val/3530231811.mp4,a band is on stage and is playing a guitar and singing into a microphone.,playing guitar,playing guitar. a band is on stage and is playing a guitar and singing into a microphone.
4636208292,/mnt/adithya/val/4636208292.mp4,a man is sitting at a table drinking a large amount of beer and talking about it.,drinking beer,drinking beer. a man is sitting at a table drinking a large amount of beer and talking about it.
8531675050,/mnt/adithya/val/8531675050.mp4,a man is holding a sword and then he takes a bite from a bottle.,beatboxing,beatboxing. a man is holding a sword and then he takes a bite from a bottle.
4483447009,/mnt/adithya/val/4483447009.mp4,a chicken is standing in a fence and is being fed by a person.,petting animal (not cat),petting animal (not cat). a chicken is standing in a fence and is being fed by a person.
4006608424,/mnt/adithya/val/4006608424.mp4,a boy is swinging on a swing and then falls off.,climbing a rope,climbing a rope. a boy is swinging on a swing and then falls off.
4770216656,/mnt/adithya/val/4770216656.mp4,a man is swinging a child in a swing and the child is swinging back and forth.,climbing a rope,climbing a rope. a man is swinging a child in a swing and the child is swinging back and forth.
3935853204,/mnt/adithya/val/3935853204.mp4,a group of people are playing a game of pinball in a room.,writing,writing. a group of people are playing a game of pinball in a room.
4564478328,/mnt/adithya/val/4564478328.mp4,a group of people are running around in a field.,training dog,training dog. a group of people are running around in a field.
6253433310,/mnt/adithya/val/6253433310.mp4,a young boy is in a pool and then jumps into the water.,swimming breast stroke,swimming breast stroke. a young boy is in a pool and then jumps into the water.
9409566840,/mnt/adithya/val/9409566840.mp4,a dog is running on a treadmill while a man is talking to him.,training dog,training dog. a dog is running on a treadmill while a man is talking to him.
8277866423,/mnt/adithya/val/8277866423.mp4,a cat is laying on a bed and a person is shaking her head.,shaking hands,shaking hands. a cat is laying on a bed and a person is shaking her head.
4485707628,/mnt/adithya/val/4485707628.mp4,a dog is running around and a person is running around with a dog.,training dog,training dog. a dog is running around and a person is running around with a dog.
12682618843,/mnt/adithya/val/12682618843.mp4,a dog is lying on a bed and a person is petting it.,training dog,training dog. a dog is lying on a bed and a person is petting it.
5913180144,/mnt/adithya/val/5913180144.mp4,a group of people are on a stage and they are acting out a play.,singing,singing. a group of people are on a stage and they are acting out a play.
2454242177,/mnt/adithya/val/2454242177.mp4,a baby is playing with a toy car and then falls down.,pushing cart,pushing cart. a baby is playing with a toy car and then falls down.
2604394962,/mnt/adithya/val/2604394962.mp4,a man is standing on a brick wall and is playing with a dog.,cleaning windows,cleaning windows. a man is standing on a brick wall and is playing with a dog.
5205081904,/mnt/adithya/val/5205081904.mp4,a little boy is sitting on the floor trying to put his shoe on his foot.,reading book,reading book. a little boy is sitting on the floor trying to put his shoe on his foot.
8189958994,/mnt/adithya/val/8189958994.mp4,a person is walking a dog on a leash and then the dog is barking.,training dog,training dog. a person is walking a dog on a leash and then the dog is barking.
4967810888,/mnt/adithya/val/4967810888.mp4,a woman is standing in front of a group of people and they are clapping.,singing,singing. a woman is standing in front of a group of people and they are clapping.
5875535585,/mnt/adithya/val/5875535585.mp4,a band is playing on stage and a man is singing into a microphone.,beatboxing,beatboxing. a band is playing on stage and a man is singing into a microphone.
4765564263,/mnt/adithya/val/4765564263.mp4,a group of kids are playing in a yard and one of them is jumping on a slip,wrestling,wrestling. a group of kids are playing in a yard and one of them is jumping on a slip
5521781780,/mnt/adithya/val/5521781780.mp4,a group of people are walking around a large outdoor area and looking at a wall.,abseiling,abseiling. a group of people are walking around a large outdoor area and looking at a wall.
2584172238,/mnt/adithya/val/2584172238.mp4,a little girl is sitting on a plastic slide and a woman is helping her.,water sliding,water sliding. a little girl is sitting on a plastic slide and a woman is helping her.
3192668394,/mnt/adithya/val/3192668394.mp4,a man is sitting on a couch and drinking a beverage.,reading newspaper,reading newspaper. a man is sitting on a couch and drinking a beverage.
9576671750,/mnt/adithya/val/9576671750.mp4,a person is holding a phone and showing how to use it.,using remote controller (not gaming),using remote controller (not gaming). a person is holding a phone and showing how to use it.
4626535366,/mnt/adithya/val/4626535366.mp4,a group of kids are standing in a buckets and they are standing in buckets.,giving or receiving award,giving or receiving award. a group of kids are standing in a buckets and they are standing in buckets.
