video_id,video_path,caption,result1,action_caption
3557601110,/mnt/adithya/test/3557601110.mp4,a person is riding a bike down a trail and falls off.,riding a bike,riding a bike. a person is riding a bike down a trail and falls off.
4622742353,/mnt/adithya/test/4622742353.mp4,a person is holding a bird in their hand and feeding it.,petting animal (not cat),petting animal (not cat). a person is holding a bird in their hand and feeding it.
6447803681,/mnt/adithya/test/6447803681.mp4,a woman is playing with a baby and the baby is playing with her.,sticking tongue out,sticking tongue out. a woman is playing with a baby and the baby is playing with her.
5832442216,/mnt/adithya/test/5832442216.mp4,two people are fencing in a gym while a man watches.,lunge,lunge. two people are fencing in a gym while a man watches.
3426605205,/mnt/adithya/test/3426605205.mp4,a baby is sitting in a high chair and eating food from a plate.,eating spaghetti,eating spaghetti. a baby is sitting in a high chair and eating food from a plate.
4405327307,/mnt/adithya/test/4405327307.mp4,a band is playing music on stage while a band plays the bass.,playing clarinet,playing clarinet. a band is playing music on stage while a band plays the bass.
10495085476,/mnt/adithya/test/10495085476.mp4,a man is doing a somersault on the grass and a little boy is running around,cartwheeling,cartwheeling. a man is doing a somersault on the grass and a little boy is running around
2779340329,/mnt/adithya/test/2779340329.mp4,a man is sitting on a train and a little boy is talking to him.,sneezing,sneezing. a man is sitting on a train and a little boy is talking to him.
5338232189,/mnt/adithya/test/5338232189.mp4,a woman is playing a guitar while a boy is sitting on a couch next to her.,smoking,smoking. a woman is playing a guitar while a boy is sitting on a couch next to her.
2400084970,/mnt/adithya/test/2400084970.mp4,two girls are walking down the sidewalk and one is trying to cross the road.,tap dancing,tap dancing. two girls are walking down the sidewalk and one is trying to cross the road.
4326843514,/mnt/adithya/test/4326843514.mp4,a baby is sitting on a woman's lap and blowing his nose.,making pizza,making pizza. a baby is sitting on a woman's lap and blowing his nose.
2676529856,/mnt/adithya/test/2676529856.mp4,a little boy is walking around in a living room and then he starts to run.,eating doughnuts,eating doughnuts. a little boy is walking around in a living room and then he starts to run.
3672431760,/mnt/adithya/test/3672431760.mp4,a woman is walking a dog on a leash while a dog runs around.,walking the dog,walking the dog. a woman is walking a dog on a leash while a dog runs around.
3739319683,/mnt/adithya/test/3739319683.mp4,a group of people are watching a man throw a ball into a net.,playing ukulele,playing ukulele. a group of people are watching a man throw a ball into a net.
7833012608,/mnt/adithya/test/7833012608.mp4,a man is holding a baby and the baby is drinking from a cup.,brushing teeth,brushing teeth. a man is holding a baby and the baby is drinking from a cup.
2969688375,/mnt/adithya/test/2969688375.mp4,a woman is showing a little boy how to carry a baby in a room.,robot dancing,robot dancing. a woman is showing a little boy how to carry a baby in a room.
6000221920,/mnt/adithya/test/6000221920.mp4,a man is playing a musical instrument and then he walks away.,archery,archery. a man is playing a musical instrument and then he walks away.
4967866673,/mnt/adithya/test/4967866673.mp4,a woman is water skiing on a lake while being pulled by a boat.,jetskiing,jetskiing. a woman is water skiing on a lake while being pulled by a boat.
3701219945,/mnt/adithya/test/3701219945.mp4,three men are riding a car through a desert area.,pushing car,pushing car. three men are riding a car through a desert area.
4489511133,/mnt/adithya/test/4489511133.mp4,a little girl is playing with a phone and a man is talking to her.,eating ice cream,eating ice cream. a little girl is playing with a phone and a man is talking to her.
8696216243,/mnt/adithya/test/8696216243.mp4,a woman is playing with a little boy and the baby is playing with toys.,decorating the christmas tree,decorating the christmas tree. a woman is playing with a little boy and the baby is playing with toys.
3529392983,/mnt/adithya/test/3529392983.mp4,a baby is sitting in a baby walker and shaking his head no.,sticking tongue out,sticking tongue out. a baby is sitting in a baby walker and shaking his head no.
4675888059,/mnt/adithya/test/4675888059.mp4,a man is pushing a small child on a toy car.,playing didgeridoo,playing didgeridoo. a man is pushing a small child on a toy car.
5826069843,/mnt/adithya/test/5826069843.mp4,a man is trying to get his boat out of the water but fails.,water skiing,water skiing. a man is trying to get his boat out of the water but fails.
5207564483,/mnt/adithya/test/5207564483.mp4,a dog is barking and a woman is trying to grab a ball from the floor.,walking the dog,walking the dog. a dog is barking and a woman is trying to grab a ball from the floor.
3425596660,/mnt/adithya/test/3425596660.mp4,two men are sitting at a table and talking into a microphone.,giving or receiving award,giving or receiving award. two men are sitting at a table and talking into a microphone.
10728284944,/mnt/adithya/test/10728284944.mp4,two young girls are playing patty cake with each other.,robot dancing,robot dancing. two young girls are playing patty cake with each other.
8148337178,/mnt/adithya/test/8148337178.mp4,a group of women are singing and dancing in front of a crowd.,sign language interpreting,sign language interpreting. a group of women are singing and dancing in front of a crowd.
5965267539,/mnt/adithya/test/5965267539.mp4,two babies are sitting at a table and one of them is shaking his head.,massaging person's head,massaging person's head. two babies are sitting at a table and one of them is shaking his head.
7828681900,/mnt/adithya/test/7828681900.mp4,a person is standing on a rock and feeding birds.,catching fish,catching fish. a person is standing on a rock and feeding birds.
5275599750,/mnt/adithya/test/5275599750.mp4,a man is playing a pinball game in a arcade.,playing basketball,playing basketball. a man is playing a pinball game in a arcade.
5880312109,/mnt/adithya/test/5880312109.mp4,a woman is holding a little girl and she is trying to get her to hug.,cartwheeling,cartwheeling. a woman is holding a little girl and she is trying to get her to hug.
2733959191,/mnt/adithya/test/2733959191.mp4,a man is singing on stage while a crowd cheers.,singing,singing. a man is singing on stage while a crowd cheers.
2669597217,/mnt/adithya/test/2669597217.mp4,a man is holding a fishing rod and then he is holding a fish in his hand.,feeding fish,feeding fish. a man is holding a fishing rod and then he is holding a fish in his hand.
11848898333,/mnt/adithya/test/11848898333.mp4,a group of people are walking in a rocky area.,rock climbing,rock climbing. a group of people are walking in a rocky area.
4070768447,/mnt/adithya/test/4070768447.mp4,a baby is playing with a toy and then he picks up a toy and plays with it,laughing,laughing. a baby is playing with a toy and then he picks up a toy and plays with it
3305288577,/mnt/adithya/test/3305288577.mp4,a man is playing with a young child and making him laugh.,tickling,tickling. a man is playing with a young child and making him laugh.
13503538465,/mnt/adithya/test/13503538465.mp4,two young children are playing on a bed and one of them is jumping up and down.,making bed,making bed. two young children are playing on a bed and one of them is jumping up and down.
3343269521,/mnt/adithya/test/3343269521.mp4,a cat is in the bathroom and a person is cleaning the toilet.,doing laundry,doing laundry. a cat is in the bathroom and a person is cleaning the toilet.
3332670362,/mnt/adithya/test/3332670362.mp4,a baby is swinging in a baby swing and laughing.,laughing,laughing. a baby is swinging in a baby swing and laughing.
9048165540,/mnt/adithya/test/9048165540.mp4,two people are fencing in a room with a crowd watching.,shot put,shot put. two people are fencing in a room with a crowd watching.
4311927018,/mnt/adithya/test/4311927018.mp4,a group of construction workers are working on a building.,spraying,spraying. a group of construction workers are working on a building.
3386797396,/mnt/adithya/test/3386797396.mp4,a little girl is feeding a goat through a fence.,feeding birds,feeding birds. a little girl is feeding a goat through a fence.
3525178080,/mnt/adithya/test/3525178080.mp4,a group of men are in a field and are trying to push a wheel.,digging,digging. a group of men are in a field and are trying to push a wheel.
2974851017,/mnt/adithya/test/2974851017.mp4,a man is playing a song on a piano in a living room.,playing organ,playing organ. a man is playing a song on a piano in a living room.
4631119360,/mnt/adithya/test/4631119360.mp4,a man is showing a little boy how to catch a ball in the water.,jogging,jogging. a man is showing a little boy how to catch a ball in the water.
2805028487,/mnt/adithya/test/2805028487.mp4,a group of people are outside and eating some food.,eating hotdog,eating hotdog. a group of people are outside and eating some food.
5953341392,/mnt/adithya/test/5953341392.mp4,a baby is sitting in a high chair and sticking out their tongue.,laughing,laughing. a baby is sitting in a high chair and sticking out their tongue.
5995224103,/mnt/adithya/test/5995224103.mp4,two little girls are playing with a ball and the other is kicking the ball.,somersaulting,somersaulting. two little girls are playing with a ball and the other is kicking the ball.
4607629530,/mnt/adithya/test/4607629530.mp4,a group of people are sitting in a room and talking and laughing.,pumping fist,pumping fist. a group of people are sitting in a room and talking and laughing.
2525831823,/mnt/adithya/test/2525831823.mp4,three young men are singing into a microphone while one of them is singing.,beatboxing,beatboxing. three young men are singing into a microphone while one of them is singing.
10985344225,/mnt/adithya/test/10985344225.mp4,a group of people are working together to work on a large piece of metal.,blasting sand,blasting sand. a group of people are working together to work on a large piece of metal.
2924847675,/mnt/adithya/test/2924847675.mp4,two people are on a stage and they are acting out a scene.,salsa dancing,salsa dancing. two people are on a stage and they are acting out a scene.
2407193002,/mnt/adithya/test/2407193002.mp4,a young boy is playing a guitar and singing while a woman is talking to him.,playing harmonica,playing harmonica. a young boy is playing a guitar and singing while a woman is talking to him.
6994417868,/mnt/adithya/test/6994417868.mp4,a person is playing a toy piano with their fingers.,playing piano,playing piano. a person is playing a toy piano with their fingers.
4198999510,/mnt/adithya/test/4198999510.mp4,a woman holds a baby and the baby kisses her.,carrying baby,carrying baby. a woman holds a baby and the baby kisses her.
5890296039,/mnt/adithya/test/5890296039.mp4,a woman is playing a guitar and singing while a man plays a guitar.,playing drums,playing drums. a woman is playing a guitar and singing while a man plays a guitar.
5503178247,/mnt/adithya/test/5503178247.mp4,two babies are sitting on a bed and shaking their heads and shaking their heads.,blowing nose,blowing nose. two babies are sitting on a bed and shaking their heads and shaking their heads.
3492285627,/mnt/adithya/test/3492285627.mp4,a toddler is sitting in a high chair eating cake with his hands.,eating doughnuts,eating doughnuts. a toddler is sitting in a high chair eating cake with his hands.
11794871936,/mnt/adithya/test/11794871936.mp4,a woman is holding a baby and the baby is making faces.,crying,crying. a woman is holding a baby and the baby is making faces.
8575896129,/mnt/adithya/test/8575896129.mp4,a woman is walking with a little girl on a windy day.,riding mountain bike,riding mountain bike. a woman is walking with a little girl on a windy day.
3332043783,/mnt/adithya/test/3332043783.mp4,a group of people are sitting in a room and they are playing instruments.,giving or receiving award,giving or receiving award. a group of people are sitting in a room and they are playing instruments.
4863455612,/mnt/adithya/test/4863455612.mp4,a woman is using a tool to carve a large piece of stone.,blasting sand,blasting sand. a woman is using a tool to carve a large piece of stone.
3659989604,/mnt/adithya/test/3659989604.mp4,a band is playing on stage and a man is singing and playing guitar.,singing,singing. a band is playing on stage and a man is singing and playing guitar.
6869912856,/mnt/adithya/test/6869912856.mp4,a little girl does a somersault on a bed while a man watches.,robot dancing,robot dancing. a little girl does a somersault on a bed while a man watches.
6118838509,/mnt/adithya/test/6118838509.mp4,a person is holding a small animal and then the animal is drinking from it.,brushing teeth,brushing teeth. a person is holding a small animal and then the animal is drinking from it.
6936757706,/mnt/adithya/test/6936757706.mp4,a woman is feeding a little girl some ice cream.,eating doughnuts,eating doughnuts. a woman is feeding a little girl some ice cream.
3118473217,/mnt/adithya/test/3118473217.mp4,a group of kids are jumping and singing in the snow.,singing,singing. a group of kids are jumping and singing in the snow.
3357799819,/mnt/adithya/test/3357799819.mp4,a baby is laying on a bed and someone is tickling him.,shaking head,shaking head. a baby is laying on a bed and someone is tickling him.
2976591964,/mnt/adithya/test/2976591964.mp4,a group of kids are playing in a bouncy house and laughing.,throwing axe,throwing axe. a group of kids are playing in a bouncy house and laughing.
3098102850,/mnt/adithya/test/3098102850.mp4,a cat is laying on the ground and a person is petting it.,petting animal (not cat),petting animal (not cat). a cat is laying on the ground and a person is petting it.
7530907250,/mnt/adithya/test/7530907250.mp4,a man and a small child are standing on a rock and a man is standing on the,cleaning pool,cleaning pool. a man and a small child are standing on a rock and a man is standing on the
4161474420,/mnt/adithya/test/4161474420.mp4,a woman is playing with a little boy and the baby is eating a toy car.,pushing cart,pushing cart. a woman is playing with a little boy and the baby is eating a toy car.
4794935391,/mnt/adithya/test/4794935391.mp4,a man is sitting at a table eating cake with his hands.,eating ice cream,eating ice cream. a man is sitting at a table eating cake with his hands.
6663770743,/mnt/adithya/test/6663770743.mp4,a man is holding a bird and then throws it to a man who is holding.,trimming trees,trimming trees. a man is holding a bird and then throws it to a man who is holding.
3404210548,/mnt/adithya/test/3404210548.mp4,a group of people are sledding down a snowy hill.,bobsledding,bobsledding. a group of people are sledding down a snowy hill.
3180339331,/mnt/adithya/test/3180339331.mp4,a cat is laying on a bed and someone is petting it.,grooming dog,grooming dog. a cat is laying on a bed and someone is petting it.
7916860778,/mnt/adithya/test/7916860778.mp4,a man is playing with a little girl and she is trying to hug him.,chopping wood,chopping wood. a man is playing with a little girl and she is trying to hug him.
8031010690,/mnt/adithya/test/8031010690.mp4,a baby is sitting on the floor and shaking his head back and forth.,playing harmonica,playing harmonica. a baby is sitting on the floor and shaking his head back and forth.
2433368517,/mnt/adithya/test/2433368517.mp4,a man is pushing a car down the street and then another man is pushing it.,pushing car,pushing car. a man is pushing a car down the street and then another man is pushing it.
4693467772,/mnt/adithya/test/4693467772.mp4,two women are standing in a field and one of them is talking to the other.,singing,singing. two women are standing in a field and one of them is talking to the other.
4178047134,/mnt/adithya/test/4178047134.mp4,a woman is holding a baby and the baby is crying.,carrying baby,carrying baby. a woman is holding a baby and the baby is crying.
3735590728,/mnt/adithya/test/3735590728.mp4,a baby is laying on a couch and a man is holding a baby.,sticking tongue out,sticking tongue out. a baby is laying on a couch and a man is holding a baby.
3294811247,/mnt/adithya/test/3294811247.mp4,a group of men are playing ping pong in a room full of people.,playing cricket,playing cricket. a group of men are playing ping pong in a room full of people.
3747890905,/mnt/adithya/test/3747890905.mp4,a baby is sitting in a high chair and is being fed by a woman.,sticking tongue out,sticking tongue out. a baby is sitting in a high chair and is being fed by a woman.
12427023395,/mnt/adithya/test/12427023395.mp4,a man is blowing out candles on a cake while a dog watches.,playing violin,playing violin. a man is blowing out candles on a cake while a dog watches.
3842638015,/mnt/adithya/test/3842638015.mp4,a baby is sitting in a high chair and shaking their head and laughing.,laughing,laughing. a baby is sitting in a high chair and shaking their head and laughing.
7389955172,/mnt/adithya/test/7389955172.mp4,a baby is sitting in a high chair and is being fed by a woman.,eating spaghetti,eating spaghetti. a baby is sitting in a high chair and is being fed by a woman.
4845929158,/mnt/adithya/test/4845929158.mp4,a woman is sitting at a table and is making a video of a computer.,headbanging,headbanging. a woman is sitting at a table and is making a video of a computer.
2825594207,/mnt/adithya/test/2825594207.mp4,a group of people are doing a dance routine on stage.,tap dancing,tap dancing. a group of people are doing a dance routine on stage.
3711711787,/mnt/adithya/test/3711711787.mp4,a man is on a trapeze and then jumps off the platform and catches him.,bungee jumping,bungee jumping. a man is on a trapeze and then jumps off the platform and catches him.
8499569359,/mnt/adithya/test/8499569359.mp4,a group of women are working on a table and making jewelry.,bookbinding,bookbinding. a group of women are working on a table and making jewelry.
4825019426,/mnt/adithya/test/4825019426.mp4,a man and a little girl are playing a hand clapping game.,clapping,clapping. a man and a little girl are playing a hand clapping game.
2739709393,/mnt/adithya/test/2739709393.mp4,a baby is crawling on a bed and then a woman is talking to her.,shaking head,shaking head. a baby is crawling on a bed and then a woman is talking to her.
10734790773,/mnt/adithya/test/10734790773.mp4,two babies are sitting at a table and laughing and laughing.,eating ice cream,eating ice cream. two babies are sitting at a table and laughing and laughing.
5780852028,/mnt/adithya/test/5780852028.mp4,a group of people are standing around a table and a man is putting on a bicycle.,changing wheel,changing wheel. a group of people are standing around a table and a man is putting on a bicycle.
2399811629,/mnt/adithya/test/2399811629.mp4,a man climbs a ladder and then climbs up a ladder.,pull ups,pull ups. a man climbs a ladder and then climbs up a ladder.
4924794333,/mnt/adithya/test/4924794333.mp4,a baby is sitting on a man's lap and is playing a keyboard.,playing piano,playing piano. a baby is sitting on a man's lap and is playing a keyboard.
12299711406,/mnt/adithya/test/12299711406.mp4,a little boy is sitting at a table and is pouring milk into a cup.,eating ice cream,eating ice cream. a little boy is sitting at a table and is pouring milk into a cup.
4641631235,/mnt/adithya/test/4641631235.mp4,a young girl is playing the piano while another girl is playing the piano.,playing organ,playing organ. a young girl is playing the piano while another girl is playing the piano.
4979601057,/mnt/adithya/test/4979601057.mp4,a little boy is sitting in a chair and he is folding a blanket.,folding clothes,folding clothes. a little boy is sitting in a chair and he is folding a blanket.
8316861265,/mnt/adithya/test/8316861265.mp4,a girl is dancing in front of a crowd of people.,robot dancing,robot dancing. a girl is dancing in front of a crowd of people.
6029706386,/mnt/adithya/test/6029706386.mp4,a man is helping a baby pick up easter eggs.,throwing ball,throwing ball. a man is helping a baby pick up easter eggs.
6045316181,/mnt/adithya/test/6045316181.mp4,two babies are playing in a bathtub and one of them is playing with a toy.,washing hair,washing hair. two babies are playing in a bathtub and one of them is playing with a toy.
3501167063,/mnt/adithya/test/3501167063.mp4,a man is holding a baby and the baby is waving at the camera.,laughing,laughing. a man is holding a baby and the baby is waving at the camera.
3769768941,/mnt/adithya/test/3769768941.mp4,a dog is running around in a park with a man and a dog is running around.,cartwheeling,cartwheeling. a dog is running around in a park with a man and a dog is running around.
8371375957,/mnt/adithya/test/8371375957.mp4,a baby is eating spaghetti with his hands while sitting at a table.,eating carrots,eating carrots. a baby is eating spaghetti with his hands while sitting at a table.
2403087559,/mnt/adithya/test/2403087559.mp4,a man is laying on a table while a woman is standing behind him and pressing his hands,stretching arm,stretching arm. a man is laying on a table while a woman is standing behind him and pressing his hands
3885216493,/mnt/adithya/test/3885216493.mp4,a person is sitting in front of a computer and watching a video on a screen.,using computer,using computer. a person is sitting in front of a computer and watching a video on a screen.
5176668462,/mnt/adithya/test/5176668462.mp4,a man is sitting on a ladder and a little boy is sitting on the ground.,swinging on something,swinging on something. a man is sitting on a ladder and a little boy is sitting on the ground.
6158132572,/mnt/adithya/test/6158132572.mp4,a man and a woman are sitting on a couch and playing a game of patty cake.,massaging back,massaging back. a man and a woman are sitting on a couch and playing a game of patty cake.
6134687264,/mnt/adithya/test/6134687264.mp4,a baby is crawling on the floor and then crawls towards the camera.,shaking head,shaking head. a baby is crawling on the floor and then crawls towards the camera.
2404303400,/mnt/adithya/test/2404303400.mp4,a group of people are playing instruments in a busy city.,busking,busking. a group of people are playing instruments in a busy city.
5912473393,/mnt/adithya/test/5912473393.mp4,a band is on stage and one man is playing a guitar and another man is playing a,playing trombone,playing trombone. a band is on stage and one man is playing a guitar and another man is playing a
4250191168,/mnt/adithya/test/4250191168.mp4,a cat is sitting on a woman's lap and the cat licks her face.,cutting nails,cutting nails. a cat is sitting on a woman's lap and the cat licks her face.
3089919537,/mnt/adithya/test/3089919537.mp4,a man is sitting on a bench and a dog is sitting on a bench and a woman,playing piano,playing piano. a man is sitting on a bench and a dog is sitting on a bench and a woman
9010710024,/mnt/adithya/test/9010710024.mp4,a group of men sing and dance while holding microphones.,tasting beer,tasting beer. a group of men sing and dance while holding microphones.
3655493767,/mnt/adithya/test/3655493767.mp4,a baseball player throws a ball to another player who catches it.,hitting baseball,hitting baseball. a baseball player throws a ball to another player who catches it.
7742310064,/mnt/adithya/test/7742310064.mp4,a person is holding a bird that is on the ground and is holding a bird.,petting animal (not cat),petting animal (not cat). a person is holding a bird that is on the ground and is holding a bird.
5509677964,/mnt/adithya/test/5509677964.mp4,a group of children are swimming in a pool with adults.,swimming backstroke,swimming backstroke. a group of children are swimming in a pool with adults.
5873037185,/mnt/adithya/test/5873037185.mp4,a woman is sitting on the floor with a dog and she is shaking her hand.,training dog,training dog. a woman is sitting on the floor with a dog and she is shaking her hand.
13199465314,/mnt/adithya/test/13199465314.mp4,a group of kids are playing with a toy puppet.,waiting in line,waiting in line. a group of kids are playing with a toy puppet.
2703151976,/mnt/adithya/test/2703151976.mp4,a woman is at a podium and is speaking to a group of people.,auctioning,auctioning. a woman is at a podium and is speaking to a group of people.
3509821194,/mnt/adithya/test/3509821194.mp4,a group of young girls are on a stage performing a dance routine.,robot dancing,robot dancing. a group of young girls are on a stage performing a dance routine.
6973757699,/mnt/adithya/test/6973757699.mp4,a girl is riding a bike down a sidewalk and then stops.,riding scooter,riding scooter. a girl is riding a bike down a sidewalk and then stops.
6557505435,/mnt/adithya/test/6557505435.mp4,a person is shaking a dog and the dog is trying to get it to the camera.,training dog,training dog. a person is shaking a dog and the dog is trying to get it to the camera.
8545885849,/mnt/adithya/test/8545885849.mp4,a little boy is sitting on a bed and is trying to drink from a bottle.,gargling,gargling. a little boy is sitting on a bed and is trying to drink from a bottle.
8069728449,/mnt/adithya/test/8069728449.mp4,a man is sitting down and playing a guitar.,strumming guitar,strumming guitar. a man is sitting down and playing a guitar.
7691046836,/mnt/adithya/test/7691046836.mp4,a man and a little boy are sitting in a car and making funny faces.,whistling,whistling. a man and a little boy are sitting in a car and making funny faces.
5600915537,/mnt/adithya/test/5600915537.mp4,a person is skiing down a hill and jumps off a small jump.,ski jumping,ski jumping. a person is skiing down a hill and jumps off a small jump.
