video_id,SwinBERT Captions,SwinBERT Confidence Scores
5312056948,a group of kids are playing instruments and making noise.,0.39564395
6217540914,a dog runs around in the grass and a person is running around with a dog.,0.355098873
6047694826,three women are standing in front of a green wall and they are singing.,0.434074849
12177919573,a woman is playing the piano while a man is playing the piano.,0.381057411
8460864676,a baby is sitting in a high chair and eating a piece of watermelon.,0.698062301
5005615246,an older man is talking to an older woman while she is sitting in a chair.,0.357216418
4557618986,a small child is walking around on a hallway while a dog is barking at him.,0.364685059
8585039943,a group of men are sitting at a table and talking.,0.533556521
9076264415,a group of people are playing with a dog and a dog is running around.,0.407207727
3277823769,a baby is sitting in a crib and shaking its head back and forth.,0.558780015
5962045122,a man is riding a motorcycle down a trail in the woods.,0.497833699
5624461612,a group of football players are practicing tackling each other.,0.497223884
5286324304,a group of people are riding camels through a desert.,0.604898572
3852224961,a band is playing on stage and a man is playing the guitar and singing.,0.41902107
4511467153,a little girl is dancing around in a living room.,0.493251055
3710731159,a woman is standing on a fence and brushing its hair.,0.378808528
5570574289,a little girl is walking around a room with a toy and then she walks around.,0.348921448
4751986193,a man is training a dog to a group of people.,0.43651554
5890846203,two toddlers are playing on a toy car and the baby is laughing.,0.366946429
11636217844,a woman is sitting on the floor and a dog is sitting on the couch.,0.414929956
6811523608,a toddler is walking on a trampoline and then climbs up a small gym.,0.331241667
6047834422,a man and a woman kiss each other and then kiss.,0.497919232
4736805060,a woman is riding a bike with training wheels on the driveway.,0.496271431
4983571737,a group of kids are standing in a field and they are playing rock paper scissors.,0.478802383
3609482906,a woman and a little boy are playing a game of patty cake.,0.486983001
9105782112,a man walks on a stage and shakes another man on a stage.,0.431656152
4092065263,a woman walks down a path and looks for something.,0.408689916
5625120077,a chef is standing in a kitchen and is talking about cooking.,0.381311595
3958035559,a baby is sitting in a baby seat and is shaking her head.,0.354895234
8236032895,a man is drinking a beer and then he takes a drink.,0.337147981
7063395979,a little girl is blowing out the candles on a birthday cake.,0.611106813
6487370503,a little girl is doing sign language in front of a camera.,0.516351223
6067475372,a little girl is playing a drum set with a drum stick.,0.393515944
6047310857,two men are standing in front of a green screen and they are waving their arms.,0.508828998
4593651245,a baby is being held by a man and is trying to wake him up.,0.436046779
4531801527,a little boy is riding a scooter down a hallway.,0.614668548
5702478287,a group of people are riding horses on a dirt trail.,0.624561548
8564700985,a baby is swinging in a swing and smiling while a man is talking to him.,0.459440082
5165813558,a woman is holding a baby and the baby is trying to get it to the baby.,0.445290178
7500947428,a baby is crawling on the floor and a dog is walking around.,0.417890579
5029647420,a man is sitting in a chair with a baby and he is trying to get his hand,0.392231017
8922007439,a cat is laying on a bench and someone is petting it.,0.518138409
6836780455,two people are sliding down a snowy hill on a sled.,0.583321929
3313538980,a little boy is sitting on a couch and eating chips while an adult is talking to him,0.516227841
8576031935,a woman is holding a baby and a baby is jumping in the pool.,0.368347913
5898143751,a man is on a jet ski and he is trying to jump into the water.,0.377643824
5216965406,two toddlers are playing with a toy blocks on the floor.,0.476141095
5873391334,a group of young girls are practicing ballet in a studio.,0.52538538
6307939959,a group of people are walking through a wooded area.,0.59074235
6833943004,two people are dancing on the floor in a room.,0.42216447
7555434398,a dog is being groomed by a professional and white dog.,0.44954896
5445364793,a young boy is holding a baby and the baby is talking to him.,0.461273879
2892859469,a group of bicyclists are riding down the street and one of them is riding,0.40059939
9427748623,a chicken is standing in a fence and a person is looking at the animals.,0.319632292
13810038884,a group of kids are playing baseball in a park.,0.567844033
5368243767,a woman is sitting in a chair and is trying to make a floral arrangement.,0.403933555
4856435686,a man is walking on a tight rope while another man is walking on a tight rope.,0.427232683
4139775642,a young girl and a man are playing a violin together.,0.439472407
4217071813,a man and a woman are dancing to music in a living room.,0.534812331
5379320378,a group of people are on a stage performing a dance routine.,0.498618126
5612417858,a woman is sitting in a car seat and a baby is holding a baby and the baby,0.423450351
8696237804,a man is on stage performing a painting with a large crowd.,0.367619663
3279406187,a group of people are standing around a line and talking.,0.399652421
5785520726,a person is swimming with a fish in the ocean.,0.370630085
2639992900,a man is riding a horse and trying to rope a calf.,0.497086853
5787984923,a man is standing on a rope and holding a long pole in his hand.,0.446448833
6456516757,a baby is sitting in a high chair and is being fed by a woman.,0.55695951
3176094722,a woman is feeding a baby while sitting in a high chair.,0.587489665
5828136047,a man is standing in front of a couch talking about a topic.,0.467115968
4576475860,two men are riding their bikes and one of them is riding a bicycle.,0.383217841
3503246861,two young children are sitting on a table and one of them is making faces.,0.420053989
12793616815,two men are playing a wooden xylophone together.,0.391391039
11036983006,a car is driving through a muddy river and a man is talking.,0.306218624
6793728246,a person is walking down a field and a person is holding the camera.,0.266094953
4756735316,a little boy is walking around a room and then gets up and walks away.,0.334914029
5205776234,a man is scuba diving in the ocean with a woman.,0.378363103
7171397887,a group of people are riding their bikes through the woods.,0.561500371
8219293890,a baby girl is playing with a toy and a man is playing with her.,0.400672346
3760653516,a baby is walking around on a carpet and then he walks away.,0.296483755
4805511103,a young boy is riding a skateboard down a sidewalk.,0.594429016
8272757783,a cat is laying on a bed and a person is petting it.,0.542763412
5911073888,a baby is sitting in a stroller and is laughing and waving his arms.,0.446204513
9534321917,a cat is walking around on a grass and a person is walking around.,0.334391803
12208961114,a little boy is brushing a woman's hair while she is sitting on the floor.,0.552206099
3686022058,a person is showing how they are in a kitchen.,0.349752128
6182829711,a group of people are playing guitars and singing while another man plays a guitar.,0.449825108
4126518354,two boys are dancing in front of a tv screen and the other is watching.,0.369789392
12468388155,a man is using a chainsaw to cut through a large tree.,0.535257399
5882303714,a man is holding a trophy and then walks away from a group of people.,0.364773154
2695848772,a young girl is playing the violin while a boy plays the piano.,0.486987025
5978529289,a man is holding a baby and playing a piano.,0.464968503
5996828774,a little girl is standing in front of a tv and playing with a ball,0.53297174
5914336859,a group of people are riding on a ride and a man is being pulled by a woman,0.337356895
3661269697,a woman is on stage and is talking to a crowd of people.,0.371927261
5049587564,a group of children are hula hooping on a field.,0.568314672
4815517234,a little boy is walking around in a room and playing hopscotch.,0.46618247
5893749534,a woman is sitting at a table and talking to someone else.,0.414009303
3845888780,a man is kneeling on the beach and a dog is skipping a frisbee.,0.41806519
4766353463,a person is riding a train on a track and is hitting a ball.,0.312830031
3897299950,a baby is sitting in a stroller and is being pushed by a woman.,0.551521182
8589451991,a man is drinking a bottle of alcohol and then he drinks it.,0.302449554
4905439409,a person is sitting in a boat and feeding a bunch of birds.,0.402194798
2570717717,a man is standing on a beach and is throwing rocks into the water.,0.436125875
3696361091,a girl is watching a dolphin in a zoo and is watching the animals.,0.327689409
4390527144,a person is using a computer to make a beat on a computer.,0.424838096
5155578777,a man and woman are dancing together in front of a crowd of people.,0.569012821
2814961791,a group of people are sitting around a table and eating and talking.,0.444532633
3667765413,a woman is sitting on a couch and a dog is sitting on a couch and a man,0.378575802
6977471721,a football player runs and catches a football and then runs to the ground.,0.354242116
2878856411,a man is holding a toddler and walking in the water with his hands.,0.421598017
5494269389,a man is standing in front of a class and talking to a group of people.,0.542928755
3845771419,a woman is using a hair dryer on a young child's hair.,0.578703046
2824180578,a group of people are standing in the middle of the street and they are waving their hands,0.459038079
7032770353,a man is standing next to a car and is getting ready to pull the car.,0.370726019
7869647380,a baby is sitting on the floor and playing with a toy.,0.573141336
4431340219,a man is walking in the snow with his dog and the dog is running around.,0.44696191
11935364173,a woman is riding a horse and then she falls off.,0.474964291
6239155123,a man is riding a scooter down the street while another person is filming.,0.461294889
9578796160,a group of people are celebrating a birthday party and a man is talking to them.,0.389323652
2746688672,a woman is driving a car down a road and then stops.,0.458956361
5044541443,a baseball player is throwing a baseball to a batter who is caught by the pitcher.,0.33027193
5651632577,a girl is riding a horse and then she falls off.,0.370492578
6115043636,a group of people are standing around a fire and one of them is holding a stick.,0.445601106
5877722273,a little boy jumps off a diving board into a pool.,0.553915977
3329377765,a baby is sitting in a baby seat and is being pushed around by a woman.,0.408592939
6779032330,two women in a kitchen are rolling dough into balls.,0.472970575
3898106739,a boy is swimming in a pool with his sister.,0.402834266
11047700316,a woman is standing in front of a tree and talking about the camera.,0.354490221
5770462342,a little girl is sitting down and eating a cup of food.,0.485163242
13256002144,a group of people are skiing down a hill while a man is talking.,0.421837449
4772380747,a man is playing a guitar while a woman is playing the guitar.,0.535364151
8072608070,two people are fencing in a gym while others watch.,0.444760054
10636949046,a boy is sitting at a table and eating food while a woman is talking to him.,0.464689583
7122184611,a woman is playing a guitar and singing while another woman plays a guitar.,0.458331227
5717610831,a young girl is dancing to music and dancing to music.,0.43459332
3154609075,a person is feeding a goat and a dog is walking around.,0.357452214
12392571445,a boy and a girl are sitting on a couch and one of them is eating a book,0.483487844
10521491465,a bear is standing in a zoo and watching a bear show.,0.311660171
5976613642,a baby girl is sitting at a table and chewing on a small plastic cup.,0.443805993
7063303509,a group of boys are dancing on stage to music.,0.496136755
13372177653,a boy is riding down a hill on a plastic sled.,0.483754247
5449036525,a dog is sitting on a couch and watching a dog show.,0.453491956
3283297593,a boy and a girl are sitting on a playground bench and one of them is doing pull,0.447481722
5398268379,a group of kids are sitting around a table and blowing out candles on a cake.,0.511277258
3121889229,a boy runs along the beach and then runs to the shore.,0.342596292
3102991693,a man is surfing on a surfboard on a sunny day.,0.484256357
9127813899,a baby is sitting in a high chair and is eating food from a plate.,0.458770603
3396669412,a man and a woman are sitting on a couch and a man is walking on a couch,0.38848114
3742817599,a person is holding a bird that is laying on the floor and feeding it.,0.464864403
3413667541,a woman is petting a deer and then a cat walks away.,0.409858406
4825511158,a man is standing in a subway area and playing a bagpipe.,0.440854847
3212132295,a dog is walking on the floor and a person is holding a toy dog.,0.362925559
5912359201,a boy jumps into a pool and then jumps into the pool.,0.443986535
5196319657,a little girl is running a dog around a park.,0.41016531
5296127747,a man and woman are dancing to music in a room.,0.441483706
3491915710,a young boy is riding his bike down the street.,0.5589481
3436660277,a woman is holding a baby and the baby is waving at the camera.,0.551774621
5321931776,a man is sitting on a couch with a dog and the dog is laughing.,0.446415305
10144018836,a person is feeding a bunch of birds in their hand.,0.444596767
12624072313,a person is walking along a beach and is playing with a fire.,0.279604256
2878541242,a baby is sitting in a bathtub and playing with toys.,0.59980011
6910397684,a young man is sitting in a room talking to the camera.,0.46697399
4955208049,a man and a woman are standing at a podium and talking into a microphone.,0.506141245
10250170546,a woman is holding a baby girl and she is holding her baby in her arms.,0.386872292
5792195210,a group of people are walking through a forest and one is walking through the woods.,0.403634548
5751628895,a baby is in a baby seat and is swaddled and moving around.,0.370626628
3694778085,a woman is doing a dance in front of a group of people.,0.536094368
5990883399,three young men are sitting in chairs and talking to each other.,0.475061357
11112199204,a group of kids are playing with toys on the floor.,0.537002027
4178920940,a boy jumps off a roof into a pool and then another boy jumps in the pool.,0.411901623
8607097161,a woman is on stage singing while another woman is behind her.,0.409260601
4592593030,a toddler is jumping on a trampoline and then he falls down.,0.393779576
9594500371,a man is running around with his dogs on the beach.,0.40314585
5325583358,a man is riding a mechanical bull and is trying to stay on it.,0.480083227
4814913320,a group of people are standing in a line and talking to each other.,0.508670151
3764855333,a man is on a lift and is cutting the branches off of a tree.,0.353273094
7770957728,a little girl is feeding a goat through a fence.,0.514874578
8721006072,a group of people are on a swing and they are swinging back and forth.,0.468307316
4271246871,a little girl is jumping around and then falls down.,0.323525786
13693908355,a man is swimming in a river with two other men.,0.41391325
6102982194,a band is playing music and one of them is playing the guitar.,0.412172198
2610472366,two babies are playing with each other in a playroom.,0.509720027
6279359447,a young girl is sitting in a stroller and shaking her head back and forth.,0.573030055
3178798478,a baby is sitting on the floor and playing with a gift.,0.409514874
7834396796,two toddlers are running around in a field and throwing a frisbee.,0.5202353
2576998446,two babies are sitting in chairs and eating food and laughing.,0.391284853
5683573889,a dog is running around in a field with a bunch of grass and a person is talking,0.31655857
6374981417,a woman is teaching a young boy how to drive in a car.,0.452772766
7686790894,a person is playing with a toy vehicle and a person is watching.,0.306681424
4427978614,a chicken is walking through the woods and then a man is talking to them.,0.336250484
8485650130,a group of people are sitting in a room and one woman is playing the guitar.,0.484389186
3354627944,a baby is sitting in a baby walker and is shaking his head.,0.4758102
12073899735,a baby is playing with a baby and the baby is laughing.,0.383766621
6868234420,a baby is sitting in a baby chair and is crying while a woman is talking to her,0.389923543
4229801104,a toddler pushes a toy shopping cart while a woman watches.,0.41991806
12771145375,a man is holding a baby and the baby is waving at the camera.,0.471243262
2636065059,a man is holding a bird in his hand and feeding it.,0.525606811
10036075863,a young boy is sitting at a table and is trying to open a present.,0.448421806
3161384320,a man is laying on a couch while a woman is pressing his back.,0.406797916
4660653323,a group of people are walking through the woods and looking for something.,0.494535267
3064312633,a man is watching a turtle swims around in a tank.,0.407384604
8575257643,a little boy is riding a scooter down a sidewalk.,0.591548145
10212838534,a man is using a large piece of meat to remove the fish.,0.397415936
8072800476,a man is training a dog in a river with a dog on a leash.,0.373882771
4992338194,a group of people are watching a robot show on a stage.,0.439151824
7033568645,a man is holding a baby and the baby is laughing.,0.540919304
2934685860,a little girl is walking down a sidewalk with a dog on a leash.,0.414004028
3374795103,a group of people are standing in a room and singing karaoke.,0.44942078
4717834858,a baby is sitting in a high chair and clapping his hands.,0.509034634
2504103360,two toddlers are sitting on the floor and playing with a toy.,0.517500281
8615395280,a woman is feeding a baby while sitting at a table.,0.543276131
2880878342,a man is holding a small white and white bird in his hand.,0.405913025
9668116485,a woman is sitting in a kayak and is trying to paddle in the water.,0.419253051
5165752499,a group of people are sitting around a computer and one man is using a computer to record,0.35231939
3711428327,a man is playing a game of pinball on a pinball machine.,0.643666029
4273164443,a group of people are riding camels through the desert.,0.607098222
7980911107,a group of people are celebrating a birthday party and a little girl is blowing out the candles,0.433943212
3979037094,a group of young children play with a toy stuffed animal.,0.371828467
4189129120,a little boy is walking around and then falls down and walks away.,0.314718604
5807111717,a group of people are sitting around a table eating and eating.,0.554340959
3359322044,a man is walking through the woods and then he walks through the woods.,0.430864334
4938937283,a cat is being petted by a person while the cat is trying to get the cat,0.354127228
6405266205,a man is playing a violin on stage while a group of people watch.,0.4832609
2547527211,a man is sitting at a desk and is trying to eat an apple.,0.486311644
8260341634,two young girls play with toys on the floor in their living room.,0.54698962
4023673383,a woman is sitting on a bed with a baby and the baby is reading a book.,0.445906997
6061530960,a man is playing a guitar while a little boy is playing the guitar.,0.526507914
5776386760,a band is playing on stage and one of them is playing the guitar.,0.471108407
3892575229,two men are in a workshop and one is drilling holes into a piece of wood.,0.553767741
5482945363,a cat is sitting on a chair and a person is sitting on a chair.,0.436467409
5729594477,a man is feeding a baby while sitting on a couch.,0.471939862
7059929587,a man is speaking to a group of people who are seated at a podium.,0.426327944
9662749478,a man is standing on a ramp and is trying to lift a large piece of equipment.,0.357998759
4929015251,a person is flying a kite in the sky with a large parachute.,0.413874924
3738987127,a group of girls are practicing ballet in a dance studio.,0.50137347
4284211659,a little boy is playing with a woman's hand while he is sitting on a couch,0.374406576
5510860729,a man is playing a guitar and singing into a microphone.,0.524036646
10522689523,a cat is running on the sink and a person is washing the cat.,0.398003399
3149819375,a little boy is playing with his toy car on the beach.,0.612077117
2779564643,a little girl is drinking from a bottle and then she drinks it.,0.397200823
4061710233,a little girl is sitting in a toy car while another little girl is sitting in it.,0.444259048
13503103965,two young children are playing on a blow up slide.,0.471308649
9444233002,a little boy slides down a slip and slide and then slides down a slip.,0.396763295
3119495008,a baby is playing with a baby and the baby is laughing.,0.401021212
8522601779,a man is sitting in a car and two boys are playing with each other.,0.412849277
6663988449,a little girl is dancing to music and then stops and walks away.,0.356477767
5622139741,a turtle swims in a tank with a fish in it.,0.334724873
8052306711,a man is walking on a staircase and a man is walking on the stairs.,0.34173122
2475104074,a young boy is sitting on a couch reading a book out loud.,0.61112076
4405101727,a young boy is making funny faces with his mouth and making funny faces.,0.37635088
8451023515,a young boy is using a watering can to clean the patio.,0.417252392
2690830920,a group of men are sitting around a table and one of them is stacking a stack,0.474514335
7926985344,a little boy is wearing a baseball cap and is trying to put on his shoe.,0.447182178
4752448635,two girls are sitting at a table and talking to each other.,0.555447221
5063883523,a person is typing on a phone while music is playing.,0.472288162
5294949533,a baby is sitting on the floor and is trying to get his attention.,0.453403711
4330902790,a boy is throwing a kite into a yard and it is flying in the air.,0.33768931
4697476148,a man is blowing into a long tube and then a woman is blowing into it.,0.439098448
5495345306,a group of people are standing around a wall and talking to each other,0.526713431
3584920102,a dog is walking in the snow and a person is walking around.,0.383870512
4141863353,a baby is sitting in a chair and shaking his head no and then he falls back.,0.387762994
2768617686,a man is standing on a stage talking to a microphone while a woman is standing behind him,0.382897675
5431294990,a baby is playing with a balloon and throwing it in the air.,0.438768595
7911688084,a chicken is walking around in a field and a person is talking to them.,0.33895573
7465682132,a woman is holding a baby and the baby is waving at the camera.,0.517281294
3866633650,a man and a young girl are playing in the sand on the beach.,0.507958472
5954763687,a woman is shaking her dog while the dog is on the couch.,0.38088879
5192368115,a little boy is sitting in a toy car and then he falls off.,0.468270391
3874642609,a group of people are standing around a fence and a girl is petting a goat.,0.399355173
7485614564,a baby is sitting in a high chair drinking from a sippy cup.,0.696757376
6161374498,a group of people are on stage playing instruments and singing.,0.529756844
2459309001,a man and a woman are sitting on a brick wall and talking.,0.41026786
3938317436,a man is giving a presentation to a group of people in a classroom.,0.506114721
3434972730,a group of pigeons are eating food from a park.,0.415238887
8787162041,a toddler is playing with a toy and then runs away.,0.336713552
13714720833,a dog runs along the beach and a dog runs up to the beach.,0.355844229
3852249289,a man and a woman are dancing to music in a backyard.,0.494598925
3156997801,a man is sitting on the floor and talking to a woman who is sitting on the floor,0.368859261
3094323180,a baby is sitting in a high chair and being fed by a spoon.,0.556408525
10157549466,two young boys are sitting on a couch and one of them is singing.,0.532305837
2522592670,a man is standing at a podium and talking to a group of people.,0.442581803
4094493709,a baby is walking around a room and then turns around and walks away.,0.3974711
6134739139,a little girl is sitting in a chair and shaking her head back and forth.,0.621876359
10130549263,a person is showing how they make a meal with food.,0.367700219
6954129594,a baby is sitting in a chair watching a cartoon on a television.,0.50058496
6317013359,a woman is playing the drums and singing while a man plays the drums.,0.466221005
7044422315,a baby is laying on a blanket and playing with a toy.,0.497199386
3344241741,a baby is playing in a bounce house and then he is playing with his toys.,0.391301483
8041544034,a woman is walking a horse around a field with other people watching.,0.413986146
2704413711,a man is walking with a dog and the dog is running around him.,0.388282001
10616275616,a group of people are sitting at a table and drinking beer.,0.481290579
5483743103,a little girl is pushing a toy stroller with a pink doll.,0.370510757
2856992427,a dog is laying on a bed and someone is petting it.,0.466135591
3285353247,a man is eating a treat while a dog is sitting on the floor.,0.396793604
3055333427,a little girl is playing the piano and then a man walks up to her.,0.392740339
4758375321,a woman is petting a cat and the cat is walking away.,0.515804291
3423092210,a cat is sitting on the floor and a person is petting a bowl of food.,0.425687104
2876099069,a group of people are kayaking down a river.,0.53114903
5297903927,a person is sitting on the floor and is smashing a computer with their hands.,0.378326595
6325661356,a group of people are in a living room and singing karaoke.,0.528641284
5898462711,a boy and girl are playing in a small pool and a boy is standing in the pool,0.360601664
5700674176,a group of people are outside flying a kite in the air.,0.539276123
3265024425,a bear is being petted in a cage and a person is talking to them.,0.333547384
4132540355,a person is showing how they dig in the sand with their bare feet.,0.44781214
9630710974,a group of kids are opening gifts and throwing them into a box.,0.40833047
5799875221,a person is feeding a bird that is on the ground,0.421370983
2730123384,a little girl is sitting in a chair and a little girl is playing with her.,0.457683146
4464727975,a baby is standing in front of a man and is playing with a paper.,0.361845762
5693194110,a football player runs and catches a pass and runs to the ground.,0.302390099
3640647736,two toddlers play with a ball and then one of them falls down.,0.403466672
6870446073,a woman is sitting on a couch with a baby and the baby is shaking his head.,0.45762071
6479206693,a man is riding a horse and then a woman is walking around a small arena.,0.298205584
2513630909,a dog is walking around a table and a person is walking around.,0.334250569
2955235556,a woman is eating a sandwich and talking to another woman.,0.386568308
3204154052,a cat is lying on the floor and a person is trying to get the cat to the,0.435204387
4532587548,a baby is sitting at a table and eating food and a woman is talking to her.,0.440545648
7160892701,a woman is standing at a podium and giving a speech to a group of people.,0.526514947
7421208484,a group of people are standing on a large building and looking at the camera.,0.336934328
5856823706,a woman is sitting on a couch and watching a video of a woman sitting on a couch,0.40847528
5253479492,two young boys are playing and one of them tackles the other.,0.446327865
8268057502,a man and a woman are outside and one man is blowing bubbles out of a glass.,0.452275723
3962924320,a man is holding a baby and the baby is waving at the camera.,0.525930464
7722027264,a man and woman are singing and dancing to a song.,0.348610342
4697577963,a man is standing in a room and playing an electric guitar.,0.549938679
3067691306,a woman is holding a cell phone and a baby is talking to him.,0.461466819
3625293868,a man is skiing down a hill and then falls down.,0.462132215
5581913130,a baby is playing with a stuffed animal and then he shakes his head.,0.408117205
8458775812,a young child is skiing down a hill and then falls down.,0.429933518
4508842666,two men are walking down a hallway while a woman is talking.,0.424542129
2411858936,a man is sitting at a table and is talking to a woman.,0.318174034
3182100367,a baby is laying down and then yawns and then he starts to cry.,0.373882294
2615323477,a family is playing with their family and the family is playing in the living room.,0.416586965
7494795252,a group of kids are swinging on a swing set.,0.532418787
3859373757,a little boy is talking on a phone and talking to someone.,0.53010422
5904332763,an old man is throwing a knife at a fence and then a woman walks by.,0.372087866
5176837860,a little girl is walking around a bed and then a man walks up to the bed.,0.36693266
4187293815,a dog is laying on a bed and a person is talking to them.,0.455723822
7877082996,a man is on a surf board and is riding a wave on a wave.,0.397575259
13426924364,a woman is painting a piece of paper on a table while another woman watches.,0.456004947
3828553144,a man is hitting baseballs at a batting cage.,0.568453729
11854356446,a man is trying to get on a chair that is tied to a chair.,0.316449463
8748339924,a goat is being fed by a man in a cage.,0.338548571
6831400993,a person is standing in the snow and is looking at the snow,0.360925645
3813524341,a group of people are scuba diving and one of them is waving their arms.,0.403133184
2765852804,a cat is walking around and looking at a monkey.,0.278485358
5793171936,a woman is holding a microphone and then she is crying and then she walks away.,0.251194656
3631966771,a young girl and a man are sitting on a hill and a little girl is riding a,0.339612067
5419961747,a group of people are swimming in a pool and one of them jumps into the pool.,0.517225504
7825933246,a woman is playing with a baby and the baby is laughing.,0.528294206
8072844661,a little boy is pushing a toy car down a slide and then he falls down.,0.335584611
3795577800,a woman is surfing in the ocean on a sunny day.,0.492015183
3711378974,a woman is cooking food on a grill while others are sitting around.,0.382445782
2414954342,a toddler is walking around with a toy vacuum and then he walks away.,0.375813246
3368806164,a man is sitting on a stool and is talking to a woman who is sitting on a,0.346428603
6016916022,a man is holding a baby and he is holding onto the baby and he is holding onto,0.356821954
8035629220,a boy is blowing out the candles on a cake while another boy watches.,0.395071179
6242913804,a family is playing with a little boy and they are playing with a toy train set.,0.381505668
4333145040,a man is holding a green object and talking about it.,0.364348799
10901605774,a man is standing at a podium and is talking into a microphone.,0.504539847
3738405040,a young boy rides his bike down the street and then stops to ride the bike.,0.430087566
6803162994,a baby is crawling across the floor towards a woman.,0.493190825
5468020076,a man is sitting at a computer and talking to a computer screen.,0.394752294
12959040224,a man is showing a group of people how to use a stick to dig in a tent,0.383168995
10693897273,a man is walking around a car and is blowing the leaves.,0.339296192
7110563087,a man and a woman are dancing to music in the backyard.,0.535340488
5484959983,a group of people are swimming in a lake and one of them jumps into the water.,0.519894302
6885601275,a baby is laying on a bed and drinking from a bottle of milk.,0.512967646
4904421992,a group of people are on a stage performing a play.,0.49467957
3054802852,a man is playing a guitar and singing while the audience cheers.,0.450098604
7207770398,a baby is sitting in a baby seat and is being fed by a woman.,0.505148113
5907883532,a toddler is walking around a living room and pushing a chair across the room.,0.476524591
7996229124,a dog is walking around a counter and a person is walking around with a leash.,0.316541433
2973742871,a baby is standing at a table and shaking their head back and forth.,0.542675316
3213770181,a little girl is dancing in front of a table and then walks away.,0.40919736
3944653573,a woman is driving a car with a small bird on it.,0.336753517
6967234626,a baby is holding a phone and making noises and making noises.,0.373199195
2955299637,a girl rides a horse around a field and then turns around and walks away.,0.360830009
3571833462,two women are sitting at a table and one is eating a plate of food.,0.509956181
5040083335,two little kids are playing on the sand and the little boy is playing with the sand.,0.413936228
3594560788,a man is playing music on a stage with a microphone.,0.448281258
3577736291,a man is holding a little boy and he is walking around in a living room.,0.38411057
5889308701,a baby is crawling on a wooden floor and then he picks up a toy and begins to,0.37560004
12149174323,a group of people are walking around in a mall and talking.,0.478901476
6903781188,a man is talking about a phone while he is drinking from a glass.,0.290307879
7835628046,a little boy is playing with a train set on the floor and a little girl is running,0.417498529
8114352772,a person is showing how they play a game of marbles on a table.,0.502939284
8952985161,a man is riding a scooter down a street and then stops and starts to run,0.326231807
3874181859,a man and a woman are singing karaoke together.,0.436418831
