Unnamed: 0,vid_num,SwinBERT Captions,SwinBERT Confidence Scores
28,2415127881,a group of people are walking through a forest area.,0.5155484676361084
29,7499914046,a man is walking around a stairway and petting a cat.,0.4249544739723205
30,5464041286,a baby crawls on a couch and then falls down.,0.453341007232666
31,6074566861,a little boy is eating a snack and talking to someone.,0.4151090681552887
32,8432337082,a group of people are on stage acting out a play.,0.5043341517448425
33,4803117443,a woman is throwing a ball to a table and a dog is sitting on the table.,0.4265123903751373
34,3942858808,a little boy is hitting golf balls with a golf club.,0.5245690941810608
35,8283493827,two men are arm wrestling on a table in a studio.,0.4976824223995209
36,2694001531,two people are standing at a fence and watching animals.,0.3347338140010834
37,5211085354,a white car is driving across a grassy field and then a man is talking about it.,0.3766710460186004
38,10777238933,a man is holding a little girl and he is doing pull ups on a playground.,0.4301393330097198
39,5345106611,a person is playing a keyboard and then a person is playing a keyboard.,0.2799569368362427
40,3511344402,a man is setting up a table with a little girl and a little girl is playing with,0.2955315113067627
41,7447009524,a man and a woman are playing music on a stage.,0.4766844809055328
42,3832173058,a man and a child are riding an elephant through a jungle.,0.5684183239936829
43,3165351951,a dog is lying on the floor and a person is wrapping a stuffed animal.,0.4595541954040527
44,5291771072,a girl is ice skating on an outdoor ice rink.,0.5022602677345276
45,5340686202,a man and a woman are sitting on the floor and eating food.,0.5515081286430359
46,7547663114,a man is playing a saxophone while a woman is playing the saxophone.,0.5189270973205566
47,7160643474,a young boy is playing a trumpet in a room.,0.5048534870147705
48,3134436461,a large group of people are eating and eating at a restaurant.,0.5035908818244934
49,12080008545,a group of children are standing in a classroom and talking to each other.,0.4515811800956726
50,5312056948,a group of kids are playing instruments and making noise.,0.395643949508667
51,6217540914,a dog runs around in the grass and a person is running around with a dog.,0.3550988733768463
52,6047694826,three women are standing in front of a green wall and they are singing.,0.4340748488903045
53,12177919573,a woman is playing the piano while a man is playing the piano.,0.3810574114322662
54,8460864676,a baby is sitting in a high chair and eating a piece of watermelon.,0.6980623006820679
55,5005615246,an older man is talking to an older woman while she is sitting in a chair.,0.3572164177894592
56,4557618986,a small child is walking around on a hallway while a dog is barking at him.,0.36468505859375
57,8585039943,a group of men are sitting at a table and talking.,0.5335565209388733
58,9076264415,a group of people are playing with a dog and a dog is running around.,0.407207727432251
59,3277823769,a baby is sitting in a crib and shaking its head back and forth.,0.5587800145149231
60,5962045122,a man is riding a motorcycle down a trail in the woods.,0.4978336989879608
61,5624461612,a group of football players are practicing tackling each other.,0.4972238838672638
62,5286324304,a group of people are riding camels through a desert.,0.6048985719680786
63,3852224961,a band is playing on stage and a man is playing the guitar and singing.,0.4190210700035095
64,4511467153,a little girl is dancing around in a living room.,0.4932510554790497
65,3710731159,a woman is standing on a fence and brushing its hair.,0.3788085281848907
66,5570574289,a little girl is walking around a room with a toy and then she walks around.,0.3489214479923248
67,4751986193,a man is training a dog to a group of people.,0.4365155398845672
68,5890846203,two toddlers are playing on a toy car and the baby is laughing.,0.3669464290142059
69,11636217844,a woman is sitting on the floor and a dog is sitting on the couch.,0.4149299561977386
70,6811523608,a toddler is walking on a trampoline and then climbs up a small gym.,0.3312416672706604
71,6047834422,a man and a woman kiss each other and then kiss.,0.4979192316532135
72,4736805060,a woman is riding a bike with training wheels on the driveway.,0.4962714314460754
73,4983571737,a group of kids are standing in a field and they are playing rock paper scissors.,0.4788023829460144
74,3609482906,a woman and a little boy are playing a game of patty cake.,0.4869830012321472
75,9105782112,a man walks on a stage and shakes another man on a stage.,0.431656152009964
76,4092065263,a woman walks down a path and looks for something.,0.4086899161338806
77,5625120077,a chef is standing in a kitchen and is talking about cooking.,0.3813115954399109
78,3958035559,a baby is sitting in a baby seat and is shaking her head.,0.3548952341079712
79,8236032895,a man is drinking a beer and then he takes a drink.,0.337147980928421
80,7063395979,a little girl is blowing out the candles on a birthday cake.,0.611106812953949
81,6487370503,a little girl is doing sign language in front of a camera.,0.5163512229919434
82,6067475372,a little girl is playing a drum set with a drum stick.,0.393515944480896
83,6047310857,two men are standing in front of a green screen and they are waving their arms.,0.5088289976119995
84,4593651245,a baby is being held by a man and is trying to wake him up.,0.4360467791557312
85,4531801527,a little boy is riding a scooter down a hallway.,0.6146685481071472
86,5702478287,a group of people are riding horses on a dirt trail.,0.6245615482330322
87,8564700985,a baby is swinging in a swing and smiling while a man is talking to him.,0.4594400823116302
88,5165813558,a woman is holding a baby and the baby is trying to get it to the baby.,0.4452901780605316
89,7500947428,a baby is crawling on the floor and a dog is walking around.,0.4178905785083771
90,5029647420,a man is sitting in a chair with a baby and he is trying to get his hand,0.3922310173511505
91,8922007439,a cat is laying on a bench and someone is petting it.,0.5181384086608887
92,6836780455,two people are sliding down a snowy hill on a sled.,0.5833219289779663
93,3313538980,a little boy is sitting on a couch and eating chips while an adult is talking to him,0.5162278413772583
94,8576031935,a woman is holding a baby and a baby is jumping in the pool.,0.3683479130268097
95,5898143751,a man is on a jet ski and he is trying to jump into the water.,0.3776438236236572
96,5216965406,two toddlers are playing with a toy blocks on the floor.,0.476141095161438
97,5873391334,a group of young girls are practicing ballet in a studio.,0.5253853797912598
98,6307939959,a group of people are walking through a wooded area.,0.5907423496246338
99,6833943004,two people are dancing on the floor in a room.,0.4221644699573517
100,7555434398,a dog is being groomed by a professional and white dog.,0.4495489597320556
101,5445364793,a young boy is holding a baby and the baby is talking to him.,0.4612738788127899
102,2892859469,a group of bicyclists are riding down the street and one of them is riding,0.4005993902683258
103,9427748623,a chicken is standing in a fence and a person is looking at the animals.,0.3196322917938232
104,13810038884,a group of kids are playing baseball in a park.,0.567844033241272
105,5368243767,a woman is sitting in a chair and is trying to make a floral arrangement.,0.4039335548877716
106,4856435686,a man is walking on a tight rope while another man is walking on a tight rope.,0.4272326827049255
107,4139775642,a young girl and a man are playing a violin together.,0.4394724071025848
108,4217071813,a man and a woman are dancing to music in a living room.,0.534812331199646
109,5379320378,a group of people are on a stage performing a dance routine.,0.4986181259155273
110,5612417858,a woman is sitting in a car seat and a baby is holding a baby and the baby,0.4234503507614136
111,8696237804,a man is on stage performing a painting with a large crowd.,0.3676196634769439
112,3279406187,a group of people are standing around a line and talking.,0.3996524214744568
113,5785520726,a person is swimming with a fish in the ocean.,0.3706300854682922
114,2639992900,a man is riding a horse and trying to rope a calf.,0.4970868527889251
115,5787984923,a man is standing on a rope and holding a long pole in his hand.,0.4464488327503204
116,6456516757,a baby is sitting in a high chair and is being fed by a woman.,0.5569595098495483
117,3176094722,a woman is feeding a baby while sitting in a high chair.,0.587489664554596
118,5828136047,a man is standing in front of a couch talking about a topic.,0.467115968465805
119,4576475860,two men are riding their bikes and one of them is riding a bicycle.,0.383217841386795
120,3503246861,two young children are sitting on a table and one of them is making faces.,0.4200539886951446
121,12793616815,two men are playing a wooden xylophone together.,0.3913910388946533
122,11036983006,a car is driving through a muddy river and a man is talking.,0.3062186241149902
123,6793728246,a person is walking down a field and a person is holding the camera.,0.2660949528217315
124,4756735316,a little boy is walking around a room and then gets up and walks away.,0.3349140286445617
125,5205776234,a man is scuba diving in the ocean with a woman.,0.3783631026744842
126,7171397887,a group of people are riding their bikes through the woods.,0.5615003705024719
127,8219293890,a baby girl is playing with a toy and a man is playing with her.,0.4006723463535309
128,3760653516,a baby is walking around on a carpet and then he walks away.,0.2964837551116943
129,4805511103,a young boy is riding a skateboard down a sidewalk.,0.5944290161132812
130,8272757783,a cat is laying on a bed and a person is petting it.,0.5427634119987488
131,5911073888,a baby is sitting in a stroller and is laughing and waving his arms.,0.4462045133113861
132,9534321917,a cat is walking around on a grass and a person is walking around.,0.3343918025493622
133,12208961114,a little boy is brushing a woman's hair while she is sitting on the floor.,0.5522060990333557
134,3686022058,a person is showing how they are in a kitchen.,0.349752128124237
135,6182829711,a group of people are playing guitars and singing while another man plays a guitar.,0.4498251080513
136,4126518354,two boys are dancing in front of a tv screen and the other is watching.,0.3697893917560577
137,12468388155,a man is using a chainsaw to cut through a large tree.,0.5352573990821838
138,5882303714,a man is holding a trophy and then walks away from a group of people.,0.364773154258728
139,2695848772,a young girl is playing the violin while a boy plays the piano.,0.4869870245456695
140,5978529289,a man is holding a baby and playing a piano.,0.4649685025215149
141,5996828774,a little girl is standing in front of a tv and playing with a ball,0.5329717397689819
142,5914336859,a group of people are riding on a ride and a man is being pulled by a woman,0.3373568952083587
143,3661269697,a woman is on stage and is talking to a crowd of people.,0.371927261352539
144,5049587564,a group of children are hula hooping on a field.,0.5683146715164185
145,4815517234,a little boy is walking around in a room and playing hopscotch.,0.4661824703216553
146,5893749534,a woman is sitting at a table and talking to someone else.,0.4140093028545379
147,3845888780,a man is kneeling on the beach and a dog is skipping a frisbee.,0.4180651903152466
148,4766353463,a person is riding a train on a track and is hitting a ball.,0.3128300309181213
149,3897299950,a baby is sitting in a stroller and is being pushed by a woman.,0.5515211820602417
150,8589451991,a man is drinking a bottle of alcohol and then he drinks it.,0.3024495542049408
151,4905439409,a person is sitting in a boat and feeding a bunch of birds.,0.4021947979927063
152,2570717717,a man is standing on a beach and is throwing rocks into the water.,0.4361258745193481
153,3696361091,a girl is watching a dolphin in a zoo and is watching the animals.,0.3276894092559814
154,4390527144,a person is using a computer to make a beat on a computer.,0.4248380959033966
155,5155578777,a man and woman are dancing together in front of a crowd of people.,0.5690128207206726
156,2814961791,a group of people are sitting around a table and eating and talking.,0.4445326328277588
157,3667765413,a woman is sitting on a couch and a dog is sitting on a couch and a man,0.3785758018493652
158,6977471721,a football player runs and catches a football and then runs to the ground.,0.3542421162128448
159,2878856411,a man is holding a toddler and walking in the water with his hands.,0.4215980172157287
160,5494269389,a man is standing in front of a class and talking to a group of people.,0.5429287552833557
161,3845771419,a woman is using a hair dryer on a young child's hair.,0.5787030458450317
162,2824180578,a group of people are standing in the middle of the street and they are waving their hands,0.4590380787849426
163,7032770353,a man is standing next to a car and is getting ready to pull the car.,0.3707260191440582
164,7869647380,a baby is sitting on the floor and playing with a toy.,0.57314133644104
165,4431340219,a man is walking in the snow with his dog and the dog is running around.,0.446961909532547
166,11935364173,a woman is riding a horse and then she falls off.,0.474964290857315
167,6239155123,a man is riding a scooter down the street while another person is filming.,0.4612948894500732
168,9578796160,a group of people are celebrating a birthday party and a man is talking to them.,0.3893236517906189
169,2746688672,a woman is driving a car down a road and then stops.,0.4589563608169555
170,5044541443,a baseball player is throwing a baseball to a batter who is caught by the pitcher.,0.3302719295024872
171,5651632577,a girl is riding a horse and then she falls off.,0.3704925775527954
172,6115043636,a group of people are standing around a fire and one of them is holding a stick.,0.4456011056900024
173,5877722273,a little boy jumps off a diving board into a pool.,0.5539159774780273
174,3329377765,a baby is sitting in a baby seat and is being pushed around by a woman.,0.408592939376831
175,6779032330,two women in a kitchen are rolling dough into balls.,0.472970575094223
176,3898106739,a boy is swimming in a pool with his sister.,0.4028342664241791
177,11047700316,a woman is standing in front of a tree and talking about the camera.,0.3544902205467224
178,5770462342,a little girl is sitting down and eating a cup of food.,0.4851632416248321
179,13256002144,a group of people are skiing down a hill while a man is talking.,0.4218374490737915
180,4772380747,a man is playing a guitar while a woman is playing the guitar.,0.5353641510009766
181,8072608070,two people are fencing in a gym while others watch.,0.4447600543498993
182,10636949046,a boy is sitting at a table and eating food while a woman is talking to him.,0.4646895825862884
183,7122184611,a woman is playing a guitar and singing while another woman plays a guitar.,0.4583312273025512
184,5717610831,a young girl is dancing to music and dancing to music.,0.4345933198928833
185,3154609075,a person is feeding a goat and a dog is walking around.,0.3574522137641907
186,12392571445,a boy and a girl are sitting on a couch and one of them is eating a book,0.4834878444671631
187,10521491465,a bear is standing in a zoo and watching a bear show.,0.3116601705551147
188,5976613642,a baby girl is sitting at a table and chewing on a small plastic cup.,0.443805992603302
189,7063303509,a group of boys are dancing on stage to music.,0.4961367547512054
190,13372177653,a boy is riding down a hill on a plastic sled.,0.4837542474269867
191,5449036525,a dog is sitting on a couch and watching a dog show.,0.4534919559955597
192,3283297593,a boy and a girl are sitting on a playground bench and one of them is doing pull,0.4474817216396332
193,5398268379,a group of kids are sitting around a table and blowing out candles on a cake.,0.5112772583961487
194,3121889229,a boy runs along the beach and then runs to the shore.,0.3425962924957275
195,3102991693,a man is surfing on a surfboard on a sunny day.,0.4842563569545746
196,9127813899,a baby is sitting in a high chair and is eating food from a plate.,0.458770602941513
197,3396669412,a man and a woman are sitting on a couch and a man is walking on a couch,0.3884811401367187
198,3742817599,a person is holding a bird that is laying on the floor and feeding it.,0.4648644030094147
199,3413667541,a woman is petting a deer and then a cat walks away.,0.4098584055900574
200,4825511158,a man is standing in a subway area and playing a bagpipe.,0.4408548474311828
201,3212132295,a dog is walking on the floor and a person is holding a toy dog.,0.3629255592823028
202,5912359201,a boy jumps into a pool and then jumps into the pool.,0.4439865350723266
203,5196319657,a little girl is running a dog around a park.,0.4101653099060058
204,5296127747,a man and woman are dancing to music in a room.,0.4414837062358856
205,3491915710,a young boy is riding his bike down the street.,0.5589480996131897
206,3436660277,a woman is holding a baby and the baby is waving at the camera.,0.5517746210098267
207,5321931776,a man is sitting on a couch with a dog and the dog is laughing.,0.4464153051376343
208,10144018836,a person is feeding a bunch of birds in their hand.,0.4445967674255371
209,12624072313,a person is walking along a beach and is playing with a fire.,0.2796042561531067
210,2878541242,a baby is sitting in a bathtub and playing with toys.,0.5998001098632812
211,6910397684,a young man is sitting in a room talking to the camera.,0.4669739902019501
212,4955208049,a man and a woman are standing at a podium and talking into a microphone.,0.5061412453651428
213,10250170546,a woman is holding a baby girl and she is holding her baby in her arms.,0.3868722915649414
214,5792195210,a group of people are walking through a forest and one is walking through the woods.,0.4036345481872558
215,5751628895,a baby is in a baby seat and is swaddled and moving around.,0.3706266283988952
216,3694778085,a woman is doing a dance in front of a group of people.,0.5360943675041199
217,5990883399,three young men are sitting in chairs and talking to each other.,0.4750613570213318
218,11112199204,a group of kids are playing with toys on the floor.,0.5370020270347595
219,4178920940,a boy jumps off a roof into a pool and then another boy jumps in the pool.,0.4119016230106354
220,8607097161,a woman is on stage singing while another woman is behind her.,0.4092606008052826
221,4592593030,a toddler is jumping on a trampoline and then he falls down.,0.3937795758247375
222,9594500371,a man is running around with his dogs on the beach.,0.4031458497047424
223,5325583358,a man is riding a mechanical bull and is trying to stay on it.,0.4800832271575928
224,4814913320,a group of people are standing in a line and talking to each other.,0.5086701512336731
225,3764855333,a man is on a lift and is cutting the branches off of a tree.,0.3532730937004089
226,7770957728,a little girl is feeding a goat through a fence.,0.5148745775222778
227,8721006072,a group of people are on a swing and they are swinging back and forth.,0.4683073163032532
228,4271246871,a little girl is jumping around and then falls down.,0.3235257863998413
229,13693908355,a man is swimming in a river with two other men.,0.4139132499694824
230,6102982194,a band is playing music and one of them is playing the guitar.,0.4121721982955932
231,2610472366,two babies are playing with each other in a playroom.,0.5097200274467468
232,6279359447,a young girl is sitting in a stroller and shaking her head back and forth.,0.5730300545692444
233,3178798478,a baby is sitting on the floor and playing with a gift.,0.4095148742198944
234,7834396796,two toddlers are running around in a field and throwing a frisbee.,0.5202353000640869
235,2576998446,two babies are sitting in chairs and eating food and laughing.,0.3912848532199859
236,5683573889,a dog is running around in a field with a bunch of grass and a person is talking,0.3165585696697235
237,6374981417,a woman is teaching a young boy how to drive in a car.,0.4527727663516998
238,7686790894,a person is playing with a toy vehicle and a person is watching.,0.3066814243793487
239,4427978614,a chicken is walking through the woods and then a man is talking to them.,0.3362504839897156
240,8485650130,a group of people are sitting in a room and one woman is playing the guitar.,0.4843891859054565
241,3354627944,a baby is sitting in a baby walker and is shaking his head.,0.4758101999759674
242,12073899735,a baby is playing with a baby and the baby is laughing.,0.383766621351242
243,6868234420,a baby is sitting in a baby chair and is crying while a woman is talking to her,0.3899235427379608
244,4229801104,a toddler pushes a toy shopping cart while a woman watches.,0.4199180603027344
245,12771145375,a man is holding a baby and the baby is waving at the camera.,0.4712432622909546
246,2636065059,a man is holding a bird in his hand and feeding it.,0.5256068110466003
247,10036075863,a young boy is sitting at a table and is trying to open a present.,0.4484218060970306
248,3161384320,a man is laying on a couch while a woman is pressing his back.,0.4067979156970978
249,4660653323,a group of people are walking through the woods and looking for something.,0.4945352673530578
250,3064312633,a man is watching a turtle swims around in a tank.,0.4073846042156219
251,8575257643,a little boy is riding a scooter down a sidewalk.,0.5915481448173523
252,10212838534,a man is using a large piece of meat to remove the fish.,0.3974159359931946
253,8072800476,a man is training a dog in a river with a dog on a leash.,0.3738827705383301
254,4992338194,a group of people are watching a robot show on a stage.,0.4391518235206604
255,7033568645,a man is holding a baby and the baby is laughing.,0.540919303894043
256,2934685860,a little girl is walking down a sidewalk with a dog on a leash.,0.4140040278434753
257,3374795103,a group of people are standing in a room and singing karaoke.,0.4494207799434662
258,4717834858,a baby is sitting in a high chair and clapping his hands.,0.5090346336364746
259,2504103360,two toddlers are sitting on the floor and playing with a toy.,0.5175002813339233
260,8615395280,a woman is feeding a baby while sitting at a table.,0.5432761311531067
261,2880878342,a man is holding a small white and white bird in his hand.,0.4059130251407623
262,9668116485,a woman is sitting in a kayak and is trying to paddle in the water.,0.4192530512809753
263,5165752499,a group of people are sitting around a computer and one man is using a computer to record,0.3523193895816803
264,3711428327,a man is playing a game of pinball on a pinball machine.,0.6436660289764404
265,4273164443,a group of people are riding camels through the desert.,0.6070982217788696
266,7980911107,a group of people are celebrating a birthday party and a little girl is blowing out the candles,0.4339432120323181
267,3979037094,a group of young children play with a toy stuffed animal.,0.3718284666538238
268,4189129120,a little boy is walking around and then falls down and walks away.,0.3147186040878296
269,5807111717,a group of people are sitting around a table eating and eating.,0.5543409585952759
270,3359322044,a man is walking through the woods and then he walks through the woods.,0.4308643341064453
271,4938937283,a cat is being petted by a person while the cat is trying to get the cat,0.3541272282600403
272,6405266205,a man is playing a violin on stage while a group of people watch.,0.4832608997821808
273,2547527211,a man is sitting at a desk and is trying to eat an apple.,0.4863116443157196
274,8260341634,two young girls play with toys on the floor in their living room.,0.5469896197319031
275,4023673383,a woman is sitting on a bed with a baby and the baby is reading a book.,0.4459069967269897
276,6061530960,a man is playing a guitar while a little boy is playing the guitar.,0.5265079140663147
277,5776386760,a band is playing on stage and one of them is playing the guitar.,0.4711084067821502
278,3892575229,two men are in a workshop and one is drilling holes into a piece of wood.,0.553767740726471
279,5482945363,a cat is sitting on a chair and a person is sitting on a chair.,0.4364674091339111
280,5729594477,a man is feeding a baby while sitting on a couch.,0.4719398617744446
281,7059929587,a man is speaking to a group of people who are seated at a podium.,0.4263279438018799
282,9662749478,a man is standing on a ramp and is trying to lift a large piece of equipment.,0.3579987585544586
283,4929015251,a person is flying a kite in the sky with a large parachute.,0.4138749241828918
284,3738987127,a group of girls are practicing ballet in a dance studio.,0.5013734698295593
285,4284211659,a little boy is playing with a woman's hand while he is sitting on a couch,0.3744065761566162
286,5510860729,a man is playing a guitar and singing into a microphone.,0.5240366458892822
287,10522689523,a cat is running on the sink and a person is washing the cat.,0.3980033993721008
288,3149819375,a little boy is playing with his toy car on the beach.,0.6120771169662476
289,2779564643,a little girl is drinking from a bottle and then she drinks it.,0.3972008228302002
290,4061710233,a little girl is sitting in a toy car while another little girl is sitting in it.,0.4442590475082397
291,13503103965,two young children are playing on a blow up slide.,0.4713086485862732
292,9444233002,a little boy slides down a slip and slide and then slides down a slip.,0.3967632949352264
293,3119495008,a baby is playing with a baby and the baby is laughing.,0.4010212123394012
294,8522601779,a man is sitting in a car and two boys are playing with each other.,0.4128492772579193
295,6663988449,a little girl is dancing to music and then stops and walks away.,0.3564777672290802
296,5622139741,a turtle swims in a tank with a fish in it.,0.334724873304367
297,8052306711,a man is walking on a staircase and a man is walking on the stairs.,0.3417312204837799
298,2475104074,a young boy is sitting on a couch reading a book out loud.,0.6111207604408264
299,4405101727,a young boy is making funny faces with his mouth and making funny faces.,0.3763508796691894
300,8451023515,a young boy is using a watering can to clean the patio.,0.4172523915767669
301,2690830920,a group of men are sitting around a table and one of them is stacking a stack,0.4745143353939056
302,7926985344,a little boy is wearing a baseball cap and is trying to put on his shoe.,0.4471821784973144
303,4752448635,two girls are sitting at a table and talking to each other.,0.5554472208023071
304,5063883523,a person is typing on a phone while music is playing.,0.4722881615161896
305,5294949533,a baby is sitting on the floor and is trying to get his attention.,0.4534037113189697
306,4330902790,a boy is throwing a kite into a yard and it is flying in the air.,0.3376893103122711
307,4697476148,a man is blowing into a long tube and then a woman is blowing into it.,0.439098447561264
308,5495345306,a group of people are standing around a wall and talking to each other,0.5267134308815002
309,3584920102,a dog is walking in the snow and a person is walking around.,0.3838705122470855
310,4141863353,a baby is sitting in a chair and shaking his head no and then he falls back.,0.3877629935741424
311,2768617686,a man is standing on a stage talking to a microphone while a woman is standing behind him,0.382897675037384
312,5431294990,a baby is playing with a balloon and throwing it in the air.,0.438768595457077
313,7911688084,a chicken is walking around in a field and a person is talking to them.,0.3389557301998138
314,7465682132,a woman is holding a baby and the baby is waving at the camera.,0.5172812938690186
315,3866633650,a man and a young girl are playing in the sand on the beach.,0.5079584717750549
316,5954763687,a woman is shaking her dog while the dog is on the couch.,0.3808887898921966
317,5192368115,a little boy is sitting in a toy car and then he falls off.,0.4682703912258148
318,3874642609,a group of people are standing around a fence and a girl is petting a goat.,0.3993551731109619
319,7485614564,a baby is sitting in a high chair drinking from a sippy cup.,0.6967573761940002
320,6161374498,a group of people are on stage playing instruments and singing.,0.5297568440437317
321,2459309001,a man and a woman are sitting on a brick wall and talking.,0.4102678596973419
322,3938317436,a man is giving a presentation to a group of people in a classroom.,0.5061147212982178
323,3434972730,a group of pigeons are eating food from a park.,0.4152388870716095
324,8787162041,a toddler is playing with a toy and then runs away.,0.3367135524749756
325,13714720833,a dog runs along the beach and a dog runs up to the beach.,0.3558442294597626
326,3852249289,a man and a woman are dancing to music in a backyard.,0.494598925113678
327,3156997801,a man is sitting on the floor and talking to a woman who is sitting on the floor,0.3688592612743377
328,3094323180,a baby is sitting in a high chair and being fed by a spoon.,0.5564085245132446
329,10157549466,two young boys are sitting on a couch and one of them is singing.,0.5323058366775513
330,2522592670,a man is standing at a podium and talking to a group of people.,0.4425818026065826
331,4094493709,a baby is walking around a room and then turns around and walks away.,0.3974711000919342
332,6134739139,a little girl is sitting in a chair and shaking her head back and forth.,0.6218763589859009
333,10130549263,a person is showing how they make a meal with food.,0.3677002191543579
334,6954129594,a baby is sitting in a chair watching a cartoon on a television.,0.5005849599838257
335,6317013359,a woman is playing the drums and singing while a man plays the drums.,0.4662210047245025
336,7044422315,a baby is laying on a blanket and playing with a toy.,0.4971993863582611
337,3344241741,a baby is playing in a bounce house and then he is playing with his toys.,0.3913014829158783
338,8041544034,a woman is walking a horse around a field with other people watching.,0.4139861464500427
339,2704413711,a man is walking with a dog and the dog is running around him.,0.3882820010185241
340,10616275616,a group of people are sitting at a table and drinking beer.,0.4812905788421631
341,5483743103,a little girl is pushing a toy stroller with a pink doll.,0.3705107569694519
342,2856992427,a dog is laying on a bed and someone is petting it.,0.4661355912685394
343,3285353247,a man is eating a treat while a dog is sitting on the floor.,0.3967936038970947
344,3055333427,a little girl is playing the piano and then a man walks up to her.,0.3927403390407562
345,4758375321,a woman is petting a cat and the cat is walking away.,0.5158042907714844
346,3423092210,a cat is sitting on the floor and a person is petting a bowl of food.,0.4256871044635772
347,2876099069,a group of people are kayaking down a river.,0.5311490297317505
348,5297903927,a person is sitting on the floor and is smashing a computer with their hands.,0.3783265948295593
349,6325661356,a group of people are in a living room and singing karaoke.,0.5286412835121155
350,5898462711,a boy and girl are playing in a small pool and a boy is standing in the pool,0.3606016635894775
351,5700674176,a group of people are outside flying a kite in the air.,0.539276123046875
352,3265024425,a bear is being petted in a cage and a person is talking to them.,0.3335473835468292
353,4132540355,a person is showing how they dig in the sand with their bare feet.,0.4478121399879455
354,9630710974,a group of kids are opening gifts and throwing them into a box.,0.4083304703235626
355,5799875221,a person is feeding a bird that is on the ground,0.4213709831237793
356,2730123384,a little girl is sitting in a chair and a little girl is playing with her.,0.4576831459999084
357,4464727975,a baby is standing in front of a man and is playing with a paper.,0.3618457615375519
358,5693194110,a football player runs and catches a pass and runs to the ground.,0.3023900985717773
359,3640647736,two toddlers play with a ball and then one of them falls down.,0.4034666717052459
360,6870446073,a woman is sitting on a couch with a baby and the baby is shaking his head.,0.4576207101345062
361,6479206693,a man is riding a horse and then a woman is walking around a small arena.,0.2982055842876434
362,2513630909,a dog is walking around a table and a person is walking around.,0.3342505693435669
363,2955235556,a woman is eating a sandwich and talking to another woman.,0.3865683078765869
364,3204154052,a cat is lying on the floor and a person is trying to get the cat to the,0.4352043867111206
365,4532587548,a baby is sitting at a table and eating food and a woman is talking to her.,0.4405456483364105
366,7160892701,a woman is standing at a podium and giving a speech to a group of people.,0.5265149474143982
367,7421208484,a group of people are standing on a large building and looking at the camera.,0.3369343280792236
368,5856823706,a woman is sitting on a couch and watching a video of a woman sitting on a couch,0.4084752798080444
369,5253479492,two young boys are playing and one of them tackles the other.,0.4463278651237488
370,8268057502,a man and a woman are outside and one man is blowing bubbles out of a glass.,0.4522757232189178
371,3962924320,a man is holding a baby and the baby is waving at the camera.,0.5259304642677307
372,7722027264,a man and woman are singing and dancing to a song.,0.3486103415489197
373,4697577963,a man is standing in a room and playing an electric guitar.,0.5499386787414551
374,3067691306,a woman is holding a cell phone and a baby is talking to him.,0.4614668190479278
375,3625293868,a man is skiing down a hill and then falls down.,0.4621322154998779
376,5581913130,a baby is playing with a stuffed animal and then he shakes his head.,0.4081172049045563
377,8458775812,a young child is skiing down a hill and then falls down.,0.4299335181713104
378,4508842666,two men are walking down a hallway while a woman is talking.,0.4245421290397644
