video_id,video_path,caption,result1,action_caption,video_frames
7417682572,/mnt/adithya/train/7417682572.mp4,a group of people are playing instruments and singing while others are playing instruments.,busking,busking. a group of people are playing instruments and singing while others are playing instruments.,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 37, 38, 38, 40, 41, 43, 43, 44, 45, 45, 47, 49, 50, 50, 51, 51]"
8364779007,/mnt/adithya/train/8364779007.mp4,a group of kids are playing in the snow and throwing snowballs at each other.,shoveling snow,shoveling snow. a group of kids are playing in the snow and throwing snowballs at each other.,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 16, 22, 35, 35, 35, 35, 36, 37, 37, 40, 41, 41, 42, 43, 43, 44, 46, 46]"
5319843668,/mnt/adithya/test/5319843668.mp4,a group of kids are playing in a large plastic box.,folding clothes,folding clothes. a group of kids are playing in a large plastic box.,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 18, 20, 21, 23, 34, 34, 34, 34, 34, 35, 35, 36, 37, 37, 39, 39, 39, 39, 39, 39]"
4597414801,/mnt/adithya/test/4597414801.mp4,a woman is holding a cat and talking about it.,petting cat,petting cat. a woman is holding a cat and talking about it.,"[0, 2, 4, 5, 6, 9, 11, 12, 13, 14, 15, 16, 18, 19, 21, 22, 53, 53, 53, 56, 56, 58, 58, 59, 62, 62, 62, 63, 65, 66, 71, 76]"
3229982634,/mnt/adithya/train/3229982634.mp4,two women are laughing and laughing and laughing and laughing.,finger snapping,finger snapping. two women are laughing and laughing and laughing and laughing.,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 17, 17, 18, 18, 19, 19, 20, 21, 21, 21, 21, 21, 21, 21]"
9177467036,/mnt/adithya/test/9177467036.mp4,a man is riding a horse and is chasing a ball around a fence.,archery,archery. a man is riding a horse and is chasing a ball around a fence.,"[0, 1, 2, 3, 3, 3, 4, 5, 6, 6, 7, 8, 9, 10, 10, 10, 10, 11, 11, 11, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21]"
5699224686,/mnt/adithya/train/5699224686.mp4,a dog is running around a house and a man is throwing a frisbee to a,disc golfing,disc golfing. a dog is running around a house and a man is throwing a frisbee to a,"[0, 3, 4, 5, 6, 8, 9, 12, 13, 14, 15, 16, 17, 18, 19, 20, 57, 62, 64, 65, 66, 68, 71, 73, 74, 74, 76, 77, 77, 81, 83, 84]"
10745999374,/mnt/adithya/train/10745999374.mp4,a group of young boys are sitting on a couch and playing with toy swords.,playing ukulele,playing ukulele. a group of young boys are sitting on a couch and playing with toy swords.,"[1, 2, 5, 7, 11, 12, 13, 14, 15, 16, 18, 19, 20, 22, 23, 26, 77, 77, 79, 81, 81, 82, 83, 84, 86, 87, 89, 90, 93, 93, 95, 101]"
8319941339,/mnt/adithya/train/8319941339.mp4,a young child is playing a keyboard while sitting on a bed.,playing accordion,playing accordion. a young child is playing a keyboard while sitting on a bed.,"[0, 1, 2, 3, 4, 5, 5, 5, 5, 6, 6, 6, 7, 7, 8, 8, 8, 8, 8, 8, 8, 9, 10, 11, 12]"
2400987326,/mnt/adithya/train/2400987326.mp4,a man is laughing and laughing while riding in a car.,slapping,slapping. a man is laughing and laughing while riding in a car.,"[0, 1, 2, 3, 5, 8, 10, 11, 13, 14, 15, 16, 18, 19, 20, 21, 57, 58, 58, 59, 61, 61, 62, 64, 67, 69, 69, 70, 72, 73, 74, 74]"
6217597005,/mnt/adithya/train/6217597005.mp4,a man is walking down the street and is trying to get a car out of the house,playing bagpipes,playing bagpipes. a man is walking down the street and is trying to get a car out of the house,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 13, 17, 19, 20, 29, 29, 29, 30, 30, 31, 32, 32, 33, 33, 35, 35, 35, 37, 38, 38]"
2927552798,/mnt/adithya/train/2927552798.mp4,a man is walking around and then he turns around and walks away.,smoking,smoking. a man is walking around and then he turns around and walks away.,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 14, 15, 15, 15, 15, 15, 16, 16, 17, 17, 18, 18, 18, 18, 19, 24, 25]"
6083954222,/mnt/adithya/test/6083954222.mp4,a group of young boys are playing basketball outside.,playing basketball,playing basketball. a group of young boys are playing basketball outside.,"[1, 3, 4, 5, 6, 7, 9, 11, 12, 14, 15, 16, 17, 18, 19, 20, 21, 21, 22, 23, 25, 25, 27, 27, 29, 30, 30, 31, 34, 35, 39, 39]"
8903248754,/mnt/adithya/train/8903248754.mp4,a boy is swimming in a pool with a dog and a dog is swimming in the pool,jumping into pool,jumping into pool. a boy is swimming in a pool with a dog and a dog is swimming in the pool,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 11, 11, 11, 11, 11, 11, 12, 12, 12, 12, 12, 13, 13, 13, 13, 14, 15, 16, 17, 19]"
2857624971,/mnt/adithya/train/2857624971.mp4,a group of people are scuba diving and one of them is swimming.,feeding fish,feeding fish. a group of people are scuba diving and one of them is swimming.,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 10, 10, 11, 11, 11, 11, 11, 11, 11, 12, 12, 12, 12, 12, 12, 13, 14, 15, 17, 18, 19]"
2934685860,/mnt/adithya/train/2934685860.mp4,a little girl is walking down a sidewalk with a dog on a leash.,pushing cart,pushing cart. a little girl is walking down a sidewalk with a dog on a leash.,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 14, 14, 14, 15, 16, 16, 17, 17, 18, 18, 18, 19, 19, 20, 20, 21, 25]"
5868055864,/mnt/adithya/train/5868055864.mp4,a baby is being held by a man and the baby is laughing.,swinging on something,swinging on something. a baby is being held by a man and the baby is laughing.,"[0, 1, 2, 3, 4, 6, 7, 8, 9, 10, 11, 12, 13, 14, 14, 16, 17, 18, 19, 20, 21, 22, 22, 23, 23, 29, 30, 33, 34, 34, 35, 36]"
6349106171,/mnt/adithya/train/6349106171.mp4,a group of men are singing and dancing in a field.,washing feet,washing feet. a group of men are singing and dancing in a field.,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 17, 20, 21, 22, 23, 24, 24, 25, 26, 26, 27, 30, 30, 30, 31, 33, 33]"
5858839474,/mnt/adithya/train/5858839474.mp4,two babies are on a bed and one of them is crying.,moving furniture,moving furniture. two babies are on a bed and one of them is crying.,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 14, 14, 14, 15, 15, 16, 17, 17, 17, 18, 19, 19, 19, 19, 20, 21, 22]"
5721638917,/mnt/adithya/train/5721638917.mp4,a dog is running around a room and a person is throwing a ball at the camera.,training dog,training dog. a dog is running around a room and a person is throwing a ball at the camera.,"[0, 1, 2, 3, 3, 3, 3, 4, 5, 6, 7, 8, 8, 8, 9, 10, 11, 12, 13, 14, 15, 15, 16, 16, 17, 18, 19, 20, 21, 24, 26, 30]"
5680168187,/mnt/adithya/test/5680168187.mp4,a man is sitting on a boat and another man is slapping him with a towel.,answering questions,answering questions. a man is sitting on a boat and another man is slapping him with a towel.,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 15, 15, 15, 16, 16, 17, 17, 17, 18, 19, 20, 23, 24, 25, 27, 28]"
4567287291,/mnt/adithya/train/4567287291.mp4,a baby is shaking his head back and forth while a woman is talking to him.,laughing,laughing. a baby is shaking his head back and forth while a woman is talking to him.,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 22, 33, 33, 35, 35, 36, 37, 37, 37, 38, 39, 39, 39, 40, 40, 40, 45]"
4400119620,/mnt/adithya/train/4400119620.mp4,a man is walking around a room with a woman and then she is walking away.,kissing,kissing. a man is walking around a room with a woman and then she is walking away.,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 11, 11, 12, 12, 12, 13, 13, 13, 14, 14, 14, 14, 14, 14, 15, 16, 17, 18, 19]"
9186559718,/mnt/adithya/train/9186559718.mp4,a baby is playing in a bathtub and is playing with toys.,taking a shower,taking a shower. a baby is playing in a bathtub and is playing with toys.,"[0, 0, 0, 0, 1, 1, 2, 3, 4, 5, 6, 6, 6, 6, 7, 8, 8, 8, 8, 9, 10, 11, 12, 13, 14, 15]"
9337790459,/mnt/adithya/train/9337790459.mp4,a girl jumps into a small pool and then jumps into a small pool.,water sliding,water sliding. a girl jumps into a small pool and then jumps into a small pool.,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 15, 15, 16, 17, 17, 17, 18, 18, 19, 19, 19, 19, 20, 20, 20, 24]"
5379354799,/mnt/adithya/train/5379354799.mp4,a young child is walking around with a basket of flowers.,watering plants,watering plants. a young child is walking around with a basket of flowers.,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 15, 20, 24, 25, 25, 25, 26, 26, 26, 26, 27, 27, 27, 27, 28, 29, 29, 29, 29]"
5085607670,/mnt/adithya/test/5085607670.mp4,a group of children are on a stage dancing and dancing to music.,dancing macarena,dancing macarena. a group of children are on a stage dancing and dancing to music.,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 30, 32, 35, 35, 35, 36, 37, 40, 42, 43, 44, 45, 48, 48, 48, 49]"
6096381083,/mnt/adithya/train/6096381083.mp4,a group of girls are sitting in a classroom and one of them is holding a microphone.,tasting food,tasting food. a group of girls are sitting in a classroom and one of them is holding a microphone.,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 18, 20, 36, 36, 38, 40, 40, 40, 40, 40, 41, 44, 44, 45, 45, 46, 47, 48]"
12031151404,/mnt/adithya/train/12031151404.mp4,a woman is standing in front of a fireplace and is holding a fire.,trimming or shaving beard,trimming or shaving beard. a woman is standing in front of a fireplace and is holding a fire.,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 14, 15, 15, 16, 16, 17, 17, 17, 17, 17, 18, 18, 18, 18, 18, 19]"
2622813876,/mnt/adithya/train/2622813876.mp4,a baby is sitting in a high chair and is trying to drink from a bottle.,opening bottle,opening bottle. a baby is sitting in a high chair and is trying to drink from a bottle.,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 21, 23, 23, 24, 24, 24, 26, 26, 26, 26, 27, 27, 27, 28, 28, 28]"
7843288978,/mnt/adithya/train/7843288978.mp4,a young boy is holding a cell phone and talking to someone.,cutting nails,cutting nails. a young boy is holding a cell phone and talking to someone.,"[1, 2, 3, 4, 5, 6, 7, 8, 11, 12, 13, 14, 15, 16, 19, 20, 39, 41, 44, 51, 51, 52, 53, 55, 57, 57, 57, 58, 60, 60, 64, 69]"
5806747559,/mnt/adithya/train/5806747559.mp4,a woman is standing on a couch and talking about a piece of paper.,celebrating,celebrating. a woman is standing on a couch and talking about a piece of paper.,"[0, 1, 2, 3, 4, 5, 7, 8, 10, 11, 12, 14, 16, 18, 19, 20, 25, 27, 29, 30, 31, 34, 41, 43, 44, 45, 47, 48, 49, 50, 52, 56]"
2640440327,/mnt/adithya/train/2640440327.mp4,a girl and a man are staring at each other and making funny faces.,answering questions,answering questions. a girl and a man are staring at each other and making funny faces.,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 11, 11, 11, 12, 13, 13, 13, 13, 13, 13, 13, 13, 13, 14, 14, 14, 15, 16, 17]"
6595307655,/mnt/adithya/train/6595307655.mp4,a person is walking around with a dog on the floor.,walking the dog,walking the dog. a person is walking around with a dog on the floor.,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 16, 17, 25, 25, 25, 25, 25, 26, 27, 27, 27, 30, 30, 30, 31, 33, 34, 35]"
3866633650,/mnt/adithya/train/3866633650.mp4,a man and a young girl are playing in the sand on the beach.,shoveling snow,shoveling snow. a man and a young girl are playing in the sand on the beach.,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 17, 17, 17, 17, 18, 19, 20, 21, 21, 22, 22, 22, 23, 23, 24, 24, 24]"
4136860893,/mnt/adithya/test/4136860893.mp4,two toddlers are eating a cup of food and a woman is talking to them.,eating cake,eating cake. two toddlers are eating a cup of food and a woman is talking to them.,"[1, 4, 5, 6, 7, 9, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 55, 57, 57, 58, 60, 62, 64, 64, 64, 67, 68, 68, 68, 70, 71, 71]"
9069281283,/mnt/adithya/test/9069281283.mp4,a man is walking on a ladder while two other men are watching.,moving furniture,moving furniture. a man is walking on a ladder while two other men are watching.,"[0, 1, 1, 1, 2, 2, 3, 3, 3, 4, 4, 4, 4, 4, 4, 4, 4, 5, 6, 7, 8, 9]"
8997865396,/mnt/adithya/train/8997865396.mp4,a cat is laying on a computer and someone is petting it.,petting cat,petting cat. a cat is laying on a computer and someone is petting it.,"[1, 2, 3, 4, 5, 7, 8, 9, 11, 12, 13, 14, 16, 17, 18, 19, 43, 44, 44, 46, 46, 47, 47, 47, 49, 49, 52, 53, 55, 56, 56, 61]"
2549562657,/mnt/adithya/train/2549562657.mp4,a group of babies are playing with toys on the floor.,throwing ball,throwing ball. a group of babies are playing with toys on the floor.,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 12, 13, 15, 16, 18, 25, 27, 28, 28, 28, 28, 29, 30, 31, 31, 31, 32, 33, 33, 34, 34]"
5585306763,/mnt/adithya/train/5585306763.mp4,a group of young children play with a ball in a living room.,catching or throwing baseball,catching or throwing baseball. a group of young children play with a ball in a living room.,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 13, 14, 17, 18, 19, 28, 29, 29, 30, 30, 30, 31, 32, 34, 35, 35, 35, 36, 36, 36, 37]"
13559530235,/mnt/adithya/train/13559530235.mp4,a woman is looking at a computer and talking to a boy.,air drumming,air drumming. a woman is looking at a computer and talking to a boy.,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 13, 14, 16, 17, 18, 26, 26, 26, 27, 28, 29, 29, 29, 31, 32, 34, 35, 35, 35, 36, 36]"
5465138661,/mnt/adithya/train/5465138661.mp4,a woman is tickling a baby that is laying on a bed.,laughing,laughing. a woman is tickling a baby that is laying on a bed.,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 24, 24, 25, 25, 25, 25, 26, 27, 28, 28, 28, 30, 32, 33, 33, 33]"
9583453634,/mnt/adithya/train/9583453634.mp4,a man is sitting on top of an alligator and then jumps into a pool.,jumping into pool,jumping into pool. a man is sitting on top of an alligator and then jumps into a pool.,"[0, 1, 1, 2, 2, 3, 4, 4, 5, 5, 6, 7, 8, 8, 8, 9, 9, 10, 11, 11, 12, 13, 14, 15, 16, 17, 18, 19, 21, 24, 26, 28]"
13312922233,/mnt/adithya/train/13312922233.mp4,a little boy is blowing out candles on a birthday cake.,eating cake,eating cake. a little boy is blowing out candles on a birthday cake.,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 13, 14, 15, 16, 18, 19, 21, 21, 21, 21, 22, 23, 23, 25, 25, 26, 26, 27, 27, 28, 28, 28]"
9566614158,/mnt/adithya/train/9566614158.mp4,a man is using a tool to create a giant ice sculpture.,sword fighting,sword fighting. a man is using a tool to create a giant ice sculpture.,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 14, 14, 14, 15, 16, 16, 16, 16, 17, 17, 17, 17, 18, 18, 18, 19, 22]"
4004287747,/mnt/adithya/train/4004287747.mp4,a girl is sitting in front of a cake and is blowing out the candles.,eating cake,eating cake. a girl is sitting in front of a cake and is blowing out the candles.,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 16, 16, 16, 17, 17, 18, 18, 18, 18, 19, 19, 19, 19, 19, 20]"
7835628046,/mnt/adithya/train/7835628046.mp4,a little boy is playing with a train set on the floor and a little girl is running,cleaning floor,cleaning floor. a little boy is playing with a train set on the floor and a little girl is running,"[0, 3, 4, 5, 6, 7, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 34, 37, 39, 40, 41, 42, 42, 44, 44, 44, 46, 48, 48, 49, 50, 50]"
3227968260,/mnt/adithya/train/3227968260.mp4,two girls are arm wrestling on a table in a kitchen.,playing poker,playing poker. two girls are arm wrestling on a table in a kitchen.,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 12, 13, 14, 14, 15, 15, 16, 16, 16, 16, 17, 17, 18, 19, 19, 20, 21, 22, 23]"
3396663702,/mnt/adithya/train/3396663702.mp4,a baby is laying on a couch and then falls over.,laughing,laughing. a baby is laying on a couch and then falls over.,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 15, 15, 15, 16, 16, 16, 16, 16, 17, 17, 17, 18, 19, 19, 19, 20]"
9338319433,/mnt/adithya/train/9338319433.mp4,a group of men are climbing a rock wall with ropes.,abseiling,abseiling. a group of men are climbing a rock wall with ropes.,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 17, 18, 18, 18, 18, 19, 19, 20, 21, 21, 21, 21, 21, 22, 23, 23, 24]"
4542653205,/mnt/adithya/train/4542653205.mp4,a group of firefighters are on a building and are trying to put it out.,extinguishing fire,extinguishing fire. a group of firefighters are on a building and are trying to put it out.,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 16, 17, 20, 24, 24, 24, 25, 25, 25, 27, 27, 27, 27, 28, 28, 31, 31, 32, 34]"
4527426680,/mnt/adithya/train/4527426680.mp4,a little girl is hugging a young girl in a store.,hugging,hugging. a little girl is hugging a young girl in a store.,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 12, 12, 13, 13, 14, 14, 14, 15, 15, 15, 15, 16, 16, 17, 17, 18, 19]"
3552516882,/mnt/adithya/train/3552516882.mp4,a baby is standing up and playing with a tissue and then he walks away.,carrying baby,carrying baby. a baby is standing up and playing with a tissue and then he walks away.,"[0, 1, 2, 2, 2, 2, 2, 2, 3, 3, 3, 3, 3, 3, 3, 4, 4, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]"
5176535833,/mnt/adithya/test/5176535833.mp4,two little girls are opening up a present and opening a box.,wrapping present,wrapping present. two little girls are opening up a present and opening a box.,"[1, 2, 3, 5, 7, 8, 9, 10, 11, 12, 13, 14, 17, 18, 20, 21, 26, 27, 28, 29, 32, 38, 40, 46, 46, 47, 48, 49, 50, 51, 52, 54]"
3918022916,/mnt/adithya/train/3918022916.mp4,two young boys are walking down a sidewalk and one of them is talking.,catching or throwing frisbee,catching or throwing frisbee. two young boys are walking down a sidewalk and one of them is talking.,"[0, 1, 2, 3, 4, 5, 6, 7, 7, 7, 8, 8, 8, 8, 8, 9, 9, 9, 9, 10, 10, 10, 10, 11]"
5436130345,/mnt/adithya/test/5436130345.mp4,a baby is sitting on a couch and sticking out their tongue.,singing,singing. a baby is sitting on a couch and sticking out their tongue.,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 15, 16, 17, 45, 45, 46, 48, 51, 51, 51, 55, 56, 57, 57, 58, 58, 58, 60, 60]"
6624894833,/mnt/adithya/train/6624894833.mp4,a car is driving down a road and then a car is driving.,motorcycling,motorcycling. a car is driving down a road and then a car is driving.,"[0, 1, 2, 3, 4, 5, 6, 7, 7, 8, 8, 9, 9, 10, 10, 10, 11, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 23, 24, 26, 27]"
8748339924,/mnt/adithya/train/8748339924.mp4,a goat is being fed by a man in a cage.,shearing sheep,shearing sheep. a goat is being fed by a man in a cage.,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 9, 9, 9, 9, 9, 10, 10, 11, 11, 11, 11, 12, 12, 12, 12, 13, 14, 15]"
3023021780,/mnt/adithya/test/3023021780.mp4,a person is using a hand puppet to create a puppet show.,arm wrestling,arm wrestling. a person is using a hand puppet to create a puppet show.,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 15, 16, 16, 17, 17, 17, 17, 18, 18, 19, 19, 19, 19, 19, 19, 21]"
8290475933,/mnt/adithya/train/8290475933.mp4,a man and woman are on stage singing a song together.,giving or receiving award,giving or receiving award. a man and woman are on stage singing a song together.,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 8, 8, 8, 8, 8, 9, 10, 10, 11, 11, 11, 11, 12, 12, 12, 12, 13, 14, 15, 16, 18, 19, 20]"
12464813773,/mnt/adithya/train/12464813773.mp4,a little girl is sliding down a hill on a sled and then she falls down.,making snowman,making snowman. a little girl is sliding down a hill on a sled and then she falls down.,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 9, 10, 11, 11, 12, 12, 13, 13, 13, 14, 15, 15, 15, 15, 16, 17, 18, 19, 20, 21, 26, 28]"
11396390844,/mnt/adithya/train/11396390844.mp4,a man is talking to another man while he is talking.,folding paper,folding paper. a man is talking to another man while he is talking.,"[0, 1, 2, 3, 4, 4, 4, 5, 5, 5, 6, 7, 7, 7, 7, 8, 8, 8, 9, 9, 10, 11, 12, 13, 14, 15]"
5332533757,/mnt/adithya/train/5332533757.mp4,a man is climbing up a ladder while another man is standing on a ladder.,moving furniture,moving furniture. a man is climbing up a ladder while another man is standing on a ladder.,"[0, 1, 2, 3, 3, 4, 5, 6, 7, 8, 9, 9, 10, 11, 12, 13, 14, 14, 15, 16, 17, 17, 18, 19, 20, 21, 22, 23, 24, 26, 28, 30]"
2408143908,/mnt/adithya/train/2408143908.mp4,a man and a woman are hanging from a rope and are bungee jumping.,riding elephant,riding elephant. a man and a woman are hanging from a rope and are bungee jumping.,"[0, 0, 0, 1, 1, 1, 1, 1, 2, 3, 3, 4, 4, 4, 4, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 24]"
4704253964,/mnt/adithya/train/4704253964.mp4,a group of people are standing outside and drinking wine.,opening bottle,opening bottle. a group of people are standing outside and drinking wine.,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 18, 19, 21, 21, 21, 22, 22, 22, 22, 22, 23, 23, 25, 25, 25, 25, 26, 26]"
5558701375,/mnt/adithya/train/5558701375.mp4,a woman is walking down a path and a little girl is walking around.,egg hunting,egg hunting. a woman is walking down a path and a little girl is walking around.,"[0, 1, 2, 3, 5, 8, 10, 13, 14, 15, 16, 17, 18, 19, 20, 21, 65, 69, 70, 71, 73, 75, 75, 75, 78, 78, 80, 80, 80, 83, 84, 87]"
11049178966,/mnt/adithya/train/11049178966.mp4,a man and a woman are playing music on stage.,playing saxophone,playing saxophone. a man and a woman are playing music on stage.,"[0, 1, 2, 4, 5, 7, 8, 11, 12, 13, 15, 16, 17, 18, 19, 20, 21, 24, 26, 27, 28, 29, 30, 32, 33, 34, 35, 36, 38, 39, 40, 43]"
3537017298,/mnt/adithya/train/3537017298.mp4,a baby is sitting in a high chair and clapping her hands.,shaking head,shaking head. a baby is sitting in a high chair and clapping her hands.,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 11, 11, 11, 11, 12, 13, 14, 14, 14, 15, 16, 16, 16, 17, 18, 19, 20, 21, 22, 23]"
5996570774,/mnt/adithya/train/5996570774.mp4,a girl is sitting on the floor and another girl is behind her and combing her hair,stretching arm,stretching arm. a girl is sitting on the floor and another girl is behind her and combing her hair,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 10, 11, 12, 12, 12, 13, 14, 15, 15, 16, 16, 16, 16, 16, 17, 18, 19, 20, 21, 22, 23]"
2407008208,/mnt/adithya/train/2407008208.mp4,a group of people are scuba diving and feeding the fish.,feeding fish,feeding fish. a group of people are scuba diving and feeding the fish.,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 13, 14, 16, 19, 24, 26, 28, 29, 30, 30, 31, 34, 34, 34, 35, 37, 39, 39, 39, 40]"
